dataset_of_60s_track,dataset_of_60s_artist,dataset_of_60s_uri,dataset_of_60s_danceability,dataset_of_60s_energy,dataset_of_60s_key,dataset_of_60s_loudness,dataset_of_60s_mode,dataset_of_60s_speechiness,dataset_of_60s_acousticness,dataset_of_60s_instrumentalness,dataset_of_60s_liveness,dataset_of_60s_valence,dataset_of_60s_tempo,dataset_of_60s_duration_ms,dataset_of_60s_time_signature,dataset_of_60s_chorus_hit,dataset_of_60s_sections,dataset_of_60s_target,dataset_of_60s_id_ano
L'Elisir d'amore. 'Elixir of Love' (1988 Digital Remaster). Act I: Signor sargente,Gaetano Donizetti,spotify:track:17IP0urM33tOqR7BFuBRCT,"0,507","0,384",8,"-15,961",1,"0,13","0,96","2,26E-05","0,234","0,322","93,21",158667,4,"86,82033",6,0,3
Leopard-Skin Pill-Box Hat,Bob Dylan,spotify:track:6aeOSY6fPsvGTzyXi65pNY,"0,572","0,593",2,"-8,639",1,"0,0321","0,304","1,14E-06","0,106","0,968","97,475",236333,4,"29,83211",13,1,3
Les Alpes: Les glaciers,Jean Prodromidès,spotify:track:27ekjcU6rH3tvMOQbUrkti,"0,192","0,197",1,"-14,803",0,"0,0347","0,9","0,194","0,31","0,0368","113,336",283573,4,"59,41796",16,0,3
Let It Out (Let It All Hang Out),The Hombres,spotify:track:2WEuOkrct2jGDHkBYVCkmZ,"0,604","0,505",9,"-12,404",1,"0,0487","0,146","0,000286","0,0975","0,707","121,588",124080,4,"40,20506",7,1,3
Let Me Be The Man My Daddy Was,The Chi-lites,spotify:track:4eBKiYjrQpB6io7fzcqjIs,"0,512","0,359",7,"-14,162",1,"0,0241","0,742","0,00382","0,399","0,598","89,121",208707,3,"34,46619",11,1,3
Let Me Be The One,The Paris Sisters,spotify:track:3VLQ3mwAs0vOSXlUFDTnyd,"0,198","0,43",11,"-10,538",1,"0,0385","0,965","2,28E-05","0,193","0,349","176,89",155493,3,"25,97283",9,1,3
Let The Good Times Roll,Shirley & Lee,spotify:track:2ePDfIXoP2HmC1hfsujb2J,"0,502","0,445",1,"-9,562",1,"0,0688","0,481",0,"0,0823","0,939","140,988",145653,4,"18,90465",6,1,3
Let The Good Times Roll & Feel So Good,Bunny Sigler,spotify:track:42BaDyvQp6yBrr56xoO1wM,"0,752","0,744",7,"-7,842",1,"0,0653","0,17","3,98E-05","0,463","0,886","143,486",175467,4,"41,17645",11,1,3
Let's Twist Again,Chubby Checker,spotify:track:1INWPr855fwWdAOeecbu0W,"0,604","0,709",8,"-6,377",1,"0,158","0,0987",0,"0,0551","0,907","167,832",137360,4,"38,78992",9,1,3
Libra,Max Roach,spotify:track:64KJlRhJmdws647AvXw3mX,"0,44","0,677",3,"-10,694",0,"0,263","0,125","0,00428","0,343","0,687","145,782",295544,4,"32,83139",13,0,3
Life,Sly & The Family Stone,spotify:track:5Urq07KXG79DCGsEFRulmp,"0,692","0,641",0,"-9,621",1,"0,0603","0,265","0,000473","0,0642","0,848","121,276",180933,4,"19,1357",10,1,3
Like A Rolling Stone,Bob Dylan,spotify:track:3AhXZa8sUQht0UEdBJgpGc,"0,483","0,721",0,"-6,836",1,"0,032","0,729",0,"0,189","0,562","95,261",369600,4,"41,44029",14,1,3
Ling-Ting-Tong,Buddy Knox,spotify:track:0WFi7WfDuy9aT14KC5Aucu,"0,685","0,677",11,"-11,172",1,"0,0606","0,772","0,00377","0,133","0,901","133,75",128067,4,"49,2066",6,1,3
Listen People,Herman's Hermits,spotify:track:4S0W8LNfBur0HguAqspGXf,"0,482","0,315",9,"-8,763",1,"0,0374","0,806","1,53E-06","0,331","0,409","119,614",149733,4,"39,93153",8,1,3
Listen To The Band,The Monkees,spotify:track:09tyJ0VvbLty84iHIV3WQn,"0,26","0,659",2,"-8,98",1,"0,0625","0,116","2,95E-05","0,499","0,538","184,38",149107,4,"63,51709",5,1,3
Little Band Of Gold,James Gilreath,spotify:track:2nbjeVm12uDzSlG3Nywqsc,"0,571","0,597",3,"-7,616",1,"0,052","0,595",0,"0,0781","0,824","106,608",142829,4,"42,0248",7,1,3
Little Boxes,Pete Seeger,spotify:track:4VJrTc5QPr13zgkwxaTjjN,"0,775","0,194",5,"-16,883",1,"0,0731","0,941","0,00685","0,195","0,783","120,764",114773,3,"30,05331",7,1,3
Little Darling. I Need You,Marvin Gaye,spotify:track:4oNfPaPE8CZpJZ1m9xJovG,"0,741","0,602",0,"-10,458",1,"0,0374","0,26",0,"0,0951","0,837","130,1",155027,4,"41,46711",7,1,3
Little Girl,Syndicate Of Sound,spotify:track:3UxZw2CfZ3dmNIii4CxMtG,"0,587","0,608",2,"-10,425",1,"0,0291","0,0492","0,000338","0,217","0,726","90,528",147827,4,"25,31822",11,1,3
Little Green Apples,O.C. Smith,spotify:track:40uG3QadBzPpToV2FbPtuF,"0,451","0,358",6,"-17,064",1,"0,0517","0,556","4,44E-06","0,102","0,421","168,147",250594,4,"33,10347",12,1,3
Little Green Apples,Roger Miller,spotify:track:1HjGctfkZjMHOEMJe9I755,"0,534","0,115",0,"-22,465",1,"0,0467","0,876","0,00912","0,118","0,364","101,586",157760,4,"49,36218",9,1,3
Little Queenie,Bill Black's Combo,spotify:track:0YkUuxTaLCYORCcvufbzuh,"0,725","0,772",5,"-8,814",1,"0,0354","0,423","0,701","0,06","0,947","142,601",128373,4,"72,64744",5,1,3
Little Red Rented Rowboat,Joe Dowell,spotify:track:6ST7lA0LHEzG9OFqoEfdy5,"0,757","0,601",0,"-9,295",1,"0,0395","0,806","3,24E-06","0,179","0,89","83,957",150640,4,"38,68454",9,1,3
Little Sister,Elvis Presley,spotify:track:5jRnmQJAwBbtikNcvYbp3B,"0,602","0,619",9,"-11,751",1,"0,0768","0,434",0,"0,364","0,902","139,6",151387,4,"32,46582",8,1,3
Llanto De Luna,Tito Rodriguez,spotify:track:1kj7zHhEZWh3SBUoLLqeJ8,"0,326","0,457",4,"-8,162",0,"0,0287","0,555","2,05E-06","0,389","0,378","89,877",148213,4,"35,07673",9,0,3
Llegó El Sonero,Tito Rodriguez,spotify:track:76OEDfseNxiMp0q7djXNTQ,"0,673","0,645",5,"-5,813",1,"0,0517","0,74",0,"0,253","0,947","99,683",168627,4,"21,58362",8,0,3
Lo Siento por Ti,Vicente Fernández,spotify:track:4eKnWi5HOgT7olLl28qISr,"0,559","0,429",5,"-6,145",1,"0,0271","0,54","2,58E-05","0,147","0,791","103,976",145613,4,"39,83554",6,0,3
Loddy Lo,Chubby Checker,spotify:track:2CoFxvhk2uGUv2ZpQBtRKq,"0,66","0,642",5,"-7,109",1,"0,0407","0,139",0,"0,0652","0,943","174,249",131133,4,"43,49126",6,1,3
Lonely Little Girl,Frank Zappa,spotify:track:395nYO9cxtDIzRq1o4lp3q,"0,463","0,463",8,"-12,178",1,"0,0349","0,616","0,00157","0,584","0,811","109,603",69827,4,"21,74699",5,0,3
Lonely Winds,The Drifters,spotify:track:4eXw75zmi8x2Rz27tFyiHL,"0,49","0,842",10,"-5,614",1,"0,0432","0,577",0,"0,311","0,833","171,82",167333,4,"40,28555",10,1,3
Long Live Love,Sandie Shaw,spotify:track:7007XzDvqzxH3pl84LkS9z,"0,534","0,468",0,"-8,76",1,"0,0571","0,599",0,"0,237","0,898","151,58",162133,4,"35,69243",10,1,3
Look For A Star,Deane Hawley,spotify:track:12JcJfzNkD2IOsp0MazlNY,"0,654","0,221",8,"-14,615",1,"0,0339","0,883","0,00249","0,0946","0,684","105,345",129187,4,"56,7443",6,1,3
Los decorados,Patxi Andion,spotify:track:6jLOiCEc4HLtvy5jquauVV,"0,43","0,685",6,"-5,048",0,"0,0438","0,636",0,"0,126","0,646","133,476",105200,4,"27,02545",5,0,3
Los pelegrinitos,Traditional,spotify:track:5KpQDJvrR0CDIviQ7ODZJ3,"0,485","0,0714",7,"-19,614",1,"0,0824","0,983",0,"0,106","0,27","106,763",204533,3,"40,61354",9,0,3
Love Bones,Johnnie Taylor,spotify:track:4QscbhPWgoercB4xv645QE,"0,505","0,338",10,"-17,295",0,"0,0539","0,723","2,68E-05","0,0635","0,942","207,552",245627,4,"36,21784",12,1,3
Love Child,Diana Ross & The Supremes,spotify:track:69EILuL34ggLWQsa626bes,"0,574","0,96",9,"-0,81",0,"0,0455","0,125","2,27E-05","0,23","0,65","105,008",181573,4,"48,79365",7,1,3
Love Is All We Need,Mel Carter,spotify:track:2XdDxK8mLhaOdXPBpMxOkV,"0,376","0,456",4,"-8,367",1,"0,0357","0,644",0,"0,215","0,512","80,843",109333,4,"40,02393",7,1,3
Love Poems: Love's Progress / The Surly One / The Swan / Memory,Theodore Roethke,spotify:track:0CtOJcvo44QgLYZX0m1A3Y,"0,696","0,0453",3,"-24,822",0,"0,483","0,974",0,"0,13","0,356","108,182",226427,4,"32,26065",9,0,3
Love Will Find A Way,Jackie DeShannon,spotify:track:4QU9f1lOmTHwIyH0YbbX67,"0,653","0,376",0,"-14,969",1,"0,0357","0,818","0,336","0,122","0,855","114,273",159867,4,"39,27973",8,1,3
Lovey Dovey Kinda Lovin',Brenton Wood,spotify:track:52FrlMkSp2fhtR5DRzg4AL,"0,833","0,625",10,"-6,866",0,"0,0438","0,407","0,000109","0,0929","0,953","107,659",125640,4,"32,87923",7,1,3
Lovey Dovey/You're So Fine,Bunny Sigler,spotify:track:4kUeOk4ahu7glmZtJjrVsO,"0,623","0,857",2,"-3,436",1,"0,0367","0,148","4,18E-06","0,0976","0,968","138,837",173467,4,"24,09741",9,1,3
Lovin' Things,The Grass Roots,spotify:track:0TuKNCKzfswl6lLyeEtDGr,"0,531","0,555",1,"-12,952",1,"0,0471","0,0395","0,616","0,0701","0,833","131,166",156755,4,"60,7789",7,1,3
Lucille,The Everly Brothers,spotify:track:5C9ZW69WIoyEGg7QGJaIWI,"0,522","0,672",0,"-12,882",1,"0,0393","0,479","0,000584","0,0853","0,965","124,165",152067,4,"74,47293",6,1,3
Lullaby Of The Leaves,The Ventures,spotify:track:1GeEjqxTc0u7yyMv5SeHBq,"0,381","0,552",9,"-15,091",0,"0,032","0,661","0,811","0,282","0,965","159,946",118960,4,"33,42258",7,1,3
Luzia Luluza,Gilberto Gil,spotify:track:06Wi6r0WuJcnTusMM3naJs,"0,328","0,385",4,"-12,011",1,"0,0361","0,784","0,00159","0,913","0,462","120,918",242560,3,"32,86966",14,0,3
Macaco De Cheiro,Marinês E Sua Gente,spotify:track:46oGkpHEL1eRbCN9nyBCep,"0,558","0,931",4,"-7,972",1,"0,0573","0,382",0,"0,117","0,925","180,444",116160,4,"24,43146",6,0,3
Mack The Knife,Bobby Darin,spotify:track:3E5ndyOfO6vFDEIE42HA8o,"0,549","0,529",3,"-12,291",0,"0,108","0,76",0,"0,206","0,464","82,755",184333,4,"36,94589",7,1,3
Mad Man Blues,Silver Apples,spotify:track:1wTyFHQbSyGrDGI67toMDL,"0,596","0,714",9,"-11,522",0,"0,18","0,743","0,0767","0,226","0,961","121,665",194947,4,"24,8343",9,0,3
Madama Butterfly (1986 - Remaster). Act I: Dovunque al mondo (Pinkerton/Sharpless/Goro),Giacomo Puccini,spotify:track:37RWD9VKhIMyePuCK6E8BF,"0,317","0,149",1,"-16,821",1,"0,0377","0,984","0,002","0,197","0,184","130,241",247040,3,"44,84734",10,0,3
Madama Butterfly (1986 - Remaster). Act I: Questa è la cameriera (Goro/Pinkerton/Suzuki/Sharpless),Giacomo Puccini,spotify:track:5kFWXm3IN8ZXbQCrrNj7Cx,"0,387","0,172",0,"-18,885",1,"0,0562","0,961","3,23E-05","0,292","0,346","97,807",276227,3,"25,99117",14,0,3
Madama Butterfly (1986 - Remaster). Act I: Vogliatemi bene. un bene piccolino (Pinkerton/Butterfly),Giacomo Puccini,spotify:track:7jL7oBA9lzZWYsmyT7QDHM,"0,157","0,249",5,"-12,711",1,"0,0368","0,974","0,00299","0,139","0,0395","87,254",480693,3,"31,53387",21,0,3
Madama Butterfly. Act I: Quanto cielo!....Ancora un passo or via (Coro/Butterfly/Sharpless) - 1986 Remastered Version,Giacomo Puccini,spotify:track:5uHVRtAGXKZE7GTIABf9P7,"0,145","0,187",6,"-17,613",1,"0,0404","0,942","0,00277","0,0958","0,039","86,726",226333,4,"40,63766",9,0,3
Madama Butterfly. Act II: Che tua madre dovrà (Butterfly),Giacomo Puccini,spotify:track:7JAjYJgGt71amxdHQy340u,"0,274","0,218",8,"-14,442",0,"0,0396","0,919","0,00104","0,124","0,0649","106,902",177267,5,"19,51007",11,0,3
Madama Butterfly. Act II: Glielo dirai? (Kate. Suzuki. Butterfly),Giacomo Puccini,spotify:track:35RpFUhZAWdM2eROPCIDzi,"0,384","0,119",0,"-18,576",0,"0,0514","0,964","6,25E-06","0,331","0,0375","60,444",139093,4,"41,90036",7,0,3
Madama Butterfly. Act II: Or vienmi ad adornar (Suzuki. Butterfly),Giacomo Puccini,spotify:track:3L1N3o2OiYgcyJUovwPl0p,"0,26","0,0248",4,"-24,431",0,"0,0421","0,979","0,000378","0,228","0,0371","105,846",335867,4,"49,09065",15,0,3
Madama Butterfly. Act II: Povera Butterfly (Suzuki. Sharpless. Butterfly),Giacomo Puccini,spotify:track:3mbQhsLHqmwMXwtU1iedXr,"0,377","0,126",0,"-20,972",1,"0,0469","0,943","2,28E-05","0,272","0,223","59,856",159240,3,"57,11172",8,0,3
Madama Butterfly. Act II: Un bel dì vedremo (Butterfly),Giacomo Puccini,spotify:track:1ZYWWz6ADzrCazzGFWbOOf,"0,155","0,187",6,"-13,774",1,"0,046","0,984","0,00332","0,0888","0,0663","59,906",276040,4,"21,59284",13,0,3
Maily's Abduction,Jerry Goldsmith,spotify:track:1yMQcDbvEIfCAFwLlE1pNd,"0,204","0,139",11,"-20,115",1,"0,0485","0,895","0,391","0,179","0,0767","121,076",158599,5,"58,06087",8,0,3
Main Title,Jerry Goldsmith,spotify:track:62Jkz8g7rHgJvpf18Z1HD2,"0,319","0,249",1,"-15,223",1,"0,0493","0,862","0,0265","0,091","0,231","66,286",183096,4,"81,66381",5,0,3
Main Title,Michel Legrand,spotify:track:3diG12GTDpq5jp308X8Pss,"0,315","0,63",11,"-10,128",0,"0,0419","0,705","0,762","0,434","0,628","107,436",144914,4,"56,193",7,0,3
Mairzy Doats,The Innocence,spotify:track:3mabymD8ortwKJfJQ6nVR2,"0,78","0,559",7,"-11,206",1,"0,0653","0,796",0,"0,284","0,958","113,892",100493,4,"28,33061",5,1,3
Make Me Forget,Bobby Rydell,spotify:track:6DbFaoM3IQzZpZyiNuZJca,"0,368","0,864",6,"-5,926",1,"0,172","0,185",0,"0,249","0,689","170,335",140000,4,"23,19973",9,1,3
Make The World Go Away,Eddy Arnold,spotify:track:6drEsDrLJEeRJwGwgPgmJU,"0,213","0,213",1,"-11,896",1,"0,0345","0,882","3,16E-05","0,0633","0,519","206,983",161533,3,"43,24703",9,1,3
Maldonne,Vladimir Cosma,spotify:track:72kHIsQ7O31dNB15FWiarr,"0,251","0,293",10,"-14,754",0,"0,0286","0,811","0,966","0,0853","0,313","99,415",134960,4,"23,69638",8,0,3
Mama Said,The Shirelles,spotify:track:5sGeyWYDvUIF7QjERNCY7L,"0,604","0,591",8,"-6,874",0,"0,0614","0,704",0,"0,47","0,829","140,558",130893,4,"56,76901",6,1,3
Mame,Herb Alpert & The Tijuana Brass,spotify:track:2xPtKy64Fu3T87e5AWtVI9,"0,71","0,567",4,"-9,394",0,"0,0399","0,481","3,34E-06","0,0784","0,749","149,319",127293,4,"38,99697",6,1,3
Marche des grooms,Michel Legrand,spotify:track:0ZrAMTKXXOtxxFVGJqrWXY,"0,633","0,504",1,"-11,59",1,"0,0437","0,774","3,41E-06","0,284","0,95","123,219",59598,4,"35,55979",3,0,3
Marcia - Marcetta,Ennio Morricone,spotify:track:68x0AP99Y1CAXH8hIgd0uC,"0,122","0,331",11,"-12,269",0,"0,0339","0,824","0,453","0,105","0,0361","59,859",172200,4,"70,61536",6,0,3
Mare delle Baleari - Tranquillo 2 version,Benedetto Ghiglia,spotify:track:07GGc8DtrHTBD1soMi0Qvi,"0,196","0,521",9,"-11,724",1,"0,0373","0,72","0,00352","0,133","0,448","88,062",129400,4,"49,23856",6,0,3
Maria (Me Perdoa Maria),Gilberto Gil,spotify:track:2HUm3TBjt5tpTqLlukmZLm,"0,247","0,135",4,"-17,745",0,"0,03","0,828","0,00052","0,151","0,194","88,427",157240,3,"25,26911",9,0,3
Mariposa Fugaz,La Sonora Santanera,spotify:track:4cMQm7D2IiLbmhlgXpzaOw,"0,747","0,341",1,"-7,673",0,"0,0426","0,657","0,000191","0,32","0,515","106,518",188693,4,"29,0151",10,0,3
Mashed Potato Time,Dee Dee Sharp,spotify:track:6jouZcdraQvsbh7SWkLEui,"0,674","0,473",2,"-7,193",1,"0,0362","0,0705","4,79E-05","0,0593","0,847","125,046",150867,4,"20,23706",9,1,3
Me Deixe em Paz (You Better Move On),Leño,spotify:track:7AxAfnfVNglAwIWQ3zszWK,"0,551","0,399",4,"-10,32",1,"0,0288","0,581",0,"0,24","0,786","123,569",146173,4,"44,3054",7,0,3
Me Está Doliendo...Su Ausencia,Javier Solís,spotify:track:3RHH0Yk5qOLF6dSPvlRDsx,"0,399","0,262",2,"-10,71",1,"0,0301","0,773","4,53E-06","0,119","0,581","99,288",183307,4,"54,84625",8,0,3
Me Recordarás,Javier Solís,spotify:track:7BUZv6GsSS80O7P4WJuISA,"0,644","0,288",0,"-12,353",1,"0,0298","0,825","0,000776","0,105","0,863","105,608",176587,4,"49,00853",9,0,3
Mecca,Gene Pitney,spotify:track:554eZbFJX1IS8S5O2PKPzr,"0,501","0,741",2,"-8,5",0,"0,0423","0,836","0,00162","0,407","0,801","140,155",139733,4,"38,99974",8,1,3
Medley: Hark. The Herald Angels Sing / O Come All Ye Faithful - Instrumental,John Fahey,spotify:track:1YJSMIMFVz7n1a5JhsTXbd,"0,358","0,352",0,"-11,467",1,"0,04","0,717","0,895","0,328","0,808","135,425",190467,4,"34,32962",11,0,3
Medley: Mode D-Trio and Group Dancers/Mode E- Single solos and Group Dance/ModeF-Group and Solo Dance,Charles Mingus,spotify:track:6La6a40pMKEoxtpmruuzaP,"0,304","0,519",8,"-8,825",1,"0,0359","0,21","0,00187","0,221","0,294","101,289",1119400,4,"41,68337",41,0,3
Melody Twist,Lord Melody,spotify:track:6uk8tI6pwxxdVTNlNOJeJh,"0,657","0,649",5,"-13,392",1,"0,038","0,846","4,42E-06","0,119","0,908","115,94",223960,4,"37,22663",12,0,3
Men Are Gettin' Scarce,Joe Tex,spotify:track:5MrmMiU440CvGVgegeZx9g,"0,641","0,618",11,"-13,79",1,"0,0669","0,148",0,"0,761","0,862","101,047",192838,4,"40,49375",8,1,3
Mensajes de Amor de Curso Legal,Joan Manuel Serrat,spotify:track:1wuMJMkoAttT2e6pZdilEq,"0,611","0,43",10,"-7,799",1,"0,0404","0,495",0,"0,165","0,454","116,901",231373,3,"27,28559",12,0,3
Mercy. Mercy. Mercy,Cannonball Adderley,spotify:track:6NF8MZ2trxckVBr82pyyPt,"0,544","0,425",10,"-10,231",1,"0,0346","0,719","0,0186","0,964","0,348","84,443",313200,4,"31,6202",16,1,3
Mercy. Mercy. Mercy,Marlena Shaw,spotify:track:01slhbkp1vxXKC9lDO6zxp,"0,482","0,484",10,"-8,987",1,"0,0468","0,412",0,"0,0672","0,56","170,548",186240,4,"34,36564",11,1,3
Merrily We Roll Along,Lord Invader,spotify:track:7zxy71DvXlnUfmVAeOfaru,"0,689","0,399",3,"-14,431",0,"0,0623","0,839","8,51E-06","0,0893","0,789","117,615",256453,4,"44,40562",11,0,3
Mexican Highway,Syd Dale,spotify:track:0uEG7TrRwIdyyJsFX7nIJT,"0,78","0,429",0,"-11,808",0,"0,0445","0,217","0,0247","0,11","0,904","146,477",159418,4,"25,37664",8,0,3
Mi Bomba Sonó,Celia Cruz,spotify:track:7aNjMJ05FvUXACPWZ7yJmv,"0,59","0,545",7,"-12,058",0,"0,104","0,706","0,0246","0,061","0,967","105,592",157907,4,"24,75484",8,0,3
Mi Habana Cuando Te Vuelva A Ver,Miguelito Valdes,spotify:track:4bfum6HmDExqUf5OuuYkp3,"0,425","0,338",3,"-9,712",1,"0,0282","0,842","5,21E-05","0,198","0,391","82,391",188826,4,"43,5255",7,0,3
Mickey's Son And Daughter - 2007 Remastered Version,The Bonzo Dog Band,spotify:track:4aQKBKuMivqvxFmmOPUV9T,"0,754","0,609",9,"-12,203",0,"0,128","0,512","3,56E-05","0,242","0,899","113,083",161427,4,"35,72071",10,0,3
Minha Fama de Mau,Erasmo Carlos,spotify:track:3tHurX99IN0Ymshqan7kjg,"0,567","0,587",9,"-11,83",1,"0,0351","0,684",0,"0,121","0,974","145,816",156493,4,"62,95989",6,0,3
Miniland 1,François de Roubaix,spotify:track:2FgWLZz1kXQ2FPr0lClxCa,"0,567","0,574",10,"-10,011",1,"0,0462","0,0035","0,732","0,0775","0,883","159,349",113253,4,"64,83294",4,0,3
Mini-Skirt Minnie,Wilson Pickett,spotify:track:7p7kHvFpphFrlZvgKUhclw,"0,68","0,648",9,"-9,482",1,"0,0749","0,193","0,000124","0,0419","0,827","97,7",179200,4,"33,01747",8,1,3
Mis Blues,Krokodil,spotify:track:5zJZCIOnLzpQPqyDBWn4Yh,"0,312","0,851",9,"-7,262",1,"0,0477","0,122","0,102","0,28","0,387","139,361",202693,4,"77,76535",8,0,3
Mississippi River Blues,Bob Wills,spotify:track:2RYcc5BtFsYMxuvIrOoz8B,"0,597","0,29",2,"-9,367",1,"0,0507","0,821",0,"0,287","0,377","107,706",179733,4,"18,3724",10,0,3
Mokka Jonna Thotalo,P. Susheela,spotify:track:7hk3WgbCg8onYoxb0Ujaq9,"0,62","0,599",5,"-4,746",1,"0,28","0,899","0,00182","0,156","0,835","157,555",273920,3,"40,2211",12,0,3
Money,The Kingsmen,spotify:track:4OncTbCLRRozq30FZfx2Tc,"0,549","0,706",11,"-10,06",1,"0,0341","0,747","0,00889","0,142","0,975","135,905",139546,4,"34,89173",6,1,3
Monster Jerk,Don Hinson & The Rigamorticians,spotify:track:38msvY0YM5WF6k6xFAK9Bx,"0,598","0,472",0,"-12,547",1,"0,0427","0,626",0,"0,0383","0,72","110,785",127572,4,"27,39321",7,0,3
Monster Monkey,John Zacherle,spotify:track:075zZ23M65dcBFHBbPjMsc,"0,624","0,83",5,"-4,854",0,"0,151","0,618",0,"0,187","0,828","87,597",131093,4,"20,63379",7,0,3
Monster Motion,"""Bobby """"Boris"""" Pickett""",spotify:track:6KQm6pnEA12Z4bAzhTYxLy,"0,702","0,374",7,"-13,751",1,"0,172","0,498",0,"0,0552","0,848","134,625",152733,4,"18,75632",9,0,3
Montague Terrace (In Blue),Scott Walker,spotify:track:0X7N5udP0MTvfsikLHfHrR,"0,427","0,14",9,"-19,857",0,"0,034","0,549","1,03E-06","0,0443","0,293","137,787",207293,4,"70,51508",8,0,3
More,Vic Dana,spotify:track:1bltfamMcxuxLvw6VzEYDC,"0,295","0,478",11,"-7,98",0,"0,0327","0,76",0,"0,304","0,481","101,05",141333,3,"79,81806",7,1,3
Morning,Sérgio Mendes,spotify:track:4Su3Mwzr9RylvksIwYpby7,"0,569","0,369",10,"-10,48",0,"0,0269","0,491","7,9E-05","0,103","0,562","113,486",158093,4,"26,28277",9,0,3
Mother-In-Law,Ernie K-Doe,spotify:track:39h384i9hij2H9Qtl9XUuu,"0,81","0,524",7,"-9,77",0,"0,0339","0,77","1,03E-05","0,161","0,949","130,214",153093,4,"32,41693",8,1,3
Motherly Love,Frank Zappa,spotify:track:4Rwkzi8W3B8CCqsWgbffqv,"0,441","0,603",2,"-11,486",1,"0,0392","0,12",0,"0,247","0,714","128,585",165600,4,"75,64807",8,0,3
Mr Bumble,Syd Dale,spotify:track:484Dsk53n7WqxvWZqhmX0x,"0,435","0,656",0,"-6,219",1,"0,0931","0,826","0,842","0,207","0,571","130,967",146373,4,"58,22642",7,0,3
Mr. Custer,Larry Verne,spotify:track:54UFvpOyoqlUu7N09UymMz,"0,697","0,697",4,"-4,863",0,"0,0537","0,707","8,72E-05","0,156","0,582","108,5",184867,4,"25,76971",8,1,3
Mrs. Robinson,Simon & Garfunkel,spotify:track:0iOZM63lendWRTTeKhZBSC,"0,606","0,457",6,"-14,035",0,"0,0497","0,713","2,53E-05","0,0747","0,813","92,033",244027,4,"32,35909",13,1,3
Music for Percussion (Nos. 8 - 13),Laurie Johnson,spotify:track:5F3WKVDFB7DoYpLQoHrAKF,"0,258","0,157",1,"-20,216",1,"0,045","0,864","0,686","0,0991","0,0349","88,944",183828,3,"56,343",6,0,3
Mustang Sally,Wilson Pickett,spotify:track:5Sz09kaSzvpTC8lgm5W8Mt,"0,725","0,327",0,"-17,714",1,"0,0387","0,113","0,326","0,214","0,688","110,438",187760,4,"27,65453",11,1,3
My Balloon's Going Up,Archie Bell & The Drells,spotify:track:2XYSkO6GWk1ZpINrFBsLWc,"0,536","0,784",2,"-8,569",1,"0,0437","0,256","1,2E-05","0,576","0,797","81,638",147667,4,"36,49136",7,1,3
My Block,The Four Pennies,spotify:track:6eESmZIEy6BWDBLgzidjtu,"0,551","0,477",11,"-11,067",1,"0,0297","0,513","3,7E-05","0,185","0,618","104,612",161467,4,"23,89738",9,1,3
My Boomerang Won't Come Back,Charlie Drake,spotify:track:115WODgX0QxVa8Zn7MTSk2,"0,48","0,535",11,"-11,402",1,"0,846","0,742",0,"0,138","0,697","201,106",220173,4,"72,19722",7,1,3
My Empty Arms,Jackie Wilson,spotify:track:7CHmNiReghVLKbD032HHwz,"0,356","0,45",6,"-6,677",1,"0,03","0,924","0,000206","0,128","0,313","74,4",172453,4,"18,25243",13,1,3
My Home Town,Paul Anka,spotify:track:75wzEkDy6NnSj692dA99ip,"0,79","0,514",11,"-10,743",0,"0,0362","0,223",0,"0,14","0,962","117,022",126293,4,"29,73541",8,1,3
My Lover's Prayer,Otis Redding,spotify:track:23DITgKYutJaurSN3EAZ2Z,"0,688","0,224",9,"-13,569",1,"0,0466","0,847","6,56E-05","0,3","0,522","123,452",191053,3,"46,02772",10,1,3
My Song,Aretha Franklin,spotify:track:2vn07tyGKthmxKx9H2qjyF,"0,458","0,25",1,"-8,087",1,"0,0324","0,461",0,"0,136","0,412","121,074",209080,3,"29,1455",12,1,3
My Whole World Ended (The Moment You Left Me),David Ruffin,spotify:track:09VbZ87CD4kGyQ9QBrnziC,"0,567","0,667",5,"-9,419",1,"0,0411","0,00632",0,"0,0306","0,849","110,152",212773,4,"30,77587",11,1,3
My Yiddische Momme,Jiří Malásek,spotify:track:567X9aarO9aWg3c7nJAjNu,"0,294","0,316",7,"-9,903",0,"0,0258","0,796","0,246","0,434","0,2","82,121",218920,4,"78,21838",10,0,3
Na Na Hey Hey Kiss Him Goodbye,Steam,spotify:track:1mrSHPNTDdMkXpR4BiSiD7,"0,637","0,916",7,"-6,95",1,"0,0458","0,0139","2,27E-05","0,21","0,506","114,987",247173,4,"43,50466",8,1,3
Nachrichten aus Cannabistan,Amon Düül,spotify:track:6SujjFULFV03IR93WOiGuE,"0,54","0,395",6,"-23,413",1,"0,0437","0,948","0,913","0,139","0,563","110,778",193053,4,"55,49297",7,0,3
Nadine (Is It You?),Chuck Berry,spotify:track:1v8oUOlXSyCnu47G3kjILN,"0,712","0,771",5,"-8,83",0,"0,0449","0,723","1,53E-05","0,116","0,959","140,692",153693,4,"29,96635",10,1,3
Não Vá Se Perder Por Aí,Os Mutantes,spotify:track:4fM2DdT03XruTYZfIvALUv,"0,322","0,925",4,"-3,266",1,"0,196","0,487",0,"0,34","0,596","169,618",196053,4,"28,70272",11,0,3
