dataset_of_00s_track,dataset_of_00s_artist,dataset_of_00s_uri,dataset_of_00s_danceability,dataset_of_00s_energy,dataset_of_00s_key,dataset_of_00s_loudness,dataset_of_00s_mode,dataset_of_00s_speechiness,dataset_of_00s_acousticness,dataset_of_00s_instrumentalness,dataset_of_00s_liveness,dataset_of_00s_valence,dataset_of_00s_tempo,dataset_of_00s_duration_ms,dataset_of_00s_time_signature,dataset_of_00s_chorus_hit,dataset_of_00s_sections,dataset_of_00s_target,dataset_of_00s_id_ano
Excuse Me Miss,JAY-Z,spotify:track:0ZHu7jkSSrT0eK4OxuG4O5,"0,699","0,862",6,"-5,531",1,"0,29","0,0304",0,"0,0884","0,885","92,861",281240,4,"39,42346",12,1,1
Exterminate Annihilate Destroy,Rotersand,spotify:track:7nkE8IOqy4ZYFIjpd3CQMa,"0,574","0,921",0,"-5,747",0,"0,0695","0,00157","0,475","0,669","0,257","121,995",317173,4,"33,4943",6,0,1
F.U.R.B. (F U Right Back),Frankee,spotify:track:7jElrCgQJBcVLsbMRKni2t,"0,787","0,632",8,"-3,487",1,"0,137","0,103","6,78E-06","0,388","0,612","141,026",198173,4,"18,091",9,1,1
Fabulous,Jaheim Featuring Tha Rayne,spotify:track:7A1uqFLf1ZogDxxQZDoZHK,"0,657","0,464",4,"-7,573",0,"0,0614","0,548",0,"0,161","0,598","75,982",227067,4,"37,16102",8,1,1
Face Down,The Red Jumpsuit Apparatus,spotify:track:4wzjNqjKAKDU82e8uMhzmr,"0,545","0,932",7,"-2,189",0,"0,0399","0,000665",0,"0,127","0,465","92,956",192000,4,"37,74461",5,1,1
Fallen,Sarah McLachlan,spotify:track:0vruudBLCE0inwsooo7V65,"0,503","0,492",2,"-7,607",0,"0,0357","0,61","2,4E-05","0,0853","0,352","74,967",227000,4,"40,04613",8,1,1
Falling Down,Selena Gomez & The Scene,spotify:track:6PAL3nzEgroNOMurJAjpFX,"0,58","0,898",0,"-3,517",1,"0,0832","0,000146","7,87E-06","0,359","0,805","140,016",184680,4,"28,03375",10,1,1
Fallout (Of Our Being),Nausea,spotify:track:6SO0RfXtb6kgYO17lNwKn8,"0,308","0,935",2,"-7,309",0,"0,124","0,00254","0,203","0,303","0,171","89,547",115853,4,"71,55419",4,0,1
Fat Lip,Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,"0,402","0,914",9,"-5,215",1,"0,142","0,000579",0,"0,065","0,626","196,505",178267,4,"40,7393",9,1,1
Feel you (I Love Trance Mix),Marc Et Claude,spotify:track:5uUZVbmtFxOWVqREYEeGhA,"0,656","0,847",6,"-7,47",0,"0,0375","0,000123","0,329","0,0807","0,43","136,988",416133,4,"28,94016",14,0,1
Feelin' On Yo Booty,R. Kelly,spotify:track:7cFQFr1VpkSp3BTIn7X719,"0,737","0,258",10,"-7,784",1,"0,0528","0,259","2,71E-06","0,101","0,83","61,028",245867,4,"26,67706",10,1,1
Feelin' Way Too Damn Good,Nickelback,spotify:track:4i2WUspbfNZCnhkypoFKrM,"0,51","0,818",5,"-5,626",1,"0,0415","0,000722","0,000659","0,151","0,395","156,05",256453,4,"27,13306",15,1,1
Feeling Good - No Apologize Radio Edit,DJ Wag,spotify:track:0wuMFLlxogpv7clNUG9KmW,"0,71","0,796",0,"-9,427",1,"0,0554","0,00875","0,859","0,101","0,523","135,012",239964,4,"18,22517",14,0,1
Feels Just Like It Should,Pat Green,spotify:track:4jVipHalgvFVz3Smp4aQID,"0,658","0,742",1,"-3,511",1,"0,0319","0,39","0,000331","0,125","0,698","123,316",227027,4,"42,51601",8,1,1
Feels Like Tonight,Daughtry,spotify:track:2tVCFmn2zKg2wGXS1TCIIA,"0,483","0,907",6,"-3,166",1,"0,045","0,000822",0,"0,117","0,352","130,984",238701,4,"36,36371",8,1,1
Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove,Lama Surya Das & Steven Halpern,spotify:track:4jltSJWHhH9IBq980mhfTg,"0,603","0,253",5,"-14,336",0,"0,0282","0,67","0,0854","0,116","0,0999","76,912",347653,4,"22,75065",17,0,1
Few and Far Between,Shutdown,spotify:track:3DNCnnOLmDRtm3WHId4Gib,"0,42","0,973",2,"-4,524",1,"0,142","0,000162","0,0357","0,0969","0,336","94,212",172427,4,"7,67978",3,0,1
Fighter,Christina Aguilera,spotify:track:7nXq1vaZiz7PdbfojpPjW5,"0,435","0,92",4,"-1,357",0,"0,201","0,235","0,000353","0,552","0,45","188,899",245960,4,"38,90238",12,1,1
Find Out Who Your Friends Are,Tracy Lawrence,spotify:track:73njvNJmgXA180vTPkA16C,"0,524","0,797",2,"-4,777",1,"0,0329","0,209",0,"0,286","0,783","159,859",227840,4,"40,24797",11,1,1
Find You're Gone,Wolfsheim,spotify:track:13OoB5BIXincTLw8GcjbNT,"0,694","0,834",5,"-4,469",0,"0,041","0,0188","0,0839","0,0807","0,845","120,021",263133,4,"31,74872",9,0,1
Fire Above. Ice Below,Agalloch,spotify:track:0xdcWEV8BP3xuZRuibkXo1,"0,4","0,871",7,"-4,914",0,"0,0506","0,000283","0,813","0,361","0,126","132,012",629173,3,"22,35277",21,0,1
Fire Burning,Sean Kingston,spotify:track:2oENJa1T33GJ0w8dC167G4,"0,839","0,804",1,"-2,513",1,"0,0329","0,0192",0,"0,331","0,888","122,973",239987,4,"24,88845",8,1,1
Fire! Battle! In Metal!,Dream Evil,spotify:track:0eiC6sT7dUO81PRXK0DR8s,"0,337","0,99",7,"-3,264",0,"0,151","4,28E-05","0,000337","0,332","0,126","81,108",191400,4,"39,62852",10,0,1
First Breath After Coma,Explosions In The Sky,spotify:track:619bPJZXSzqYi5vysR51Sa,"0,328","0,479",4,"-13,336",1,"0,0313","0,0185","0,682","0,268","0,0569","119,596",574000,4,"36,97853",22,0,1
Flashing Lights,Kanye West Featuring Dwele,spotify:track:31I3Rt1bPa2LrE74DdNizO,"0,639","0,628",6,"-7,578",0,"0,0399","0,0381",0,"0,386","0,43","90,482",237507,4,"31,82586",18,1,1
Folk Melody (based on Rabindra Sangeet),Tarun Bhattacharya,spotify:track:2R5OmNmp06V7pwRdVZinLL,"0,429","0,532",2,"-14,171",1,"0,0316","0,807","0,905","0,312","0,48","137,65",767987,3,"60,17651",30,0,1
Foolish,Ashanti,spotify:track:6zMUIb4uce1CzpbjR3vMdN,"0,665","0,696",0,"-5,763",1,"0,0521","0,337",0,"0,106","0,711","90,116",227387,4,"25,28125",9,1,1
Fools Of Contradiction,Magrudergrind,spotify:track:1cZIYPGLFnH4TKY3tzcKO8,"0,41","0,952",1,"-5,98",1,"0,205","7,6E-05","0,0195","0,598","0,198","124,926",78640,4,"49,33636",4,0,1
For You,Staind,spotify:track:464HG7mt7NNKtKY0Hco8Y8,"0,318","0,958",10,"-2,683",1,"0,442","0,0603","4,68E-06","0,0981","0,3","163,089",206200,4,"38,36981",11,1,1
Forever Heavy,Black Moth Super Rainbow,spotify:track:56e8Ac9LVRJf3SvVa9vVg0,"0,384","0,735",5,"-4,856",0,"0,0383","0,703","0,921","0,232","0,276","133,906",256013,4,"78,69983",10,0,1
Forgive,Rebecca Lynn Howard,spotify:track:6ry1WIweLN1nlQTNIYZ0JB,"0,612","0,461",7,"-5,698",1,"0,0317","0,0441",0,"0,103","0,232","134,281",238573,4,"34,7227",10,1,1
Forgotten Scriptures,Disgorge,spotify:track:1fTG9HSw7saP8GIScPkGt2,"0,24","0,984",5,"-8,998",1,"0,138","0,000204","0,877","0,202","0,0363","136,051",278853,4,"65,05711",15,0,1
Frosthauch,Neun Welten,spotify:track:7uAG64VzhjGIXhyTOJiKgS,"0,557","0,238",4,"-12,889",0,"0,0256","0,829","0,975","0,102","0,35","77,967",246133,4,"50,25268",11,0,1
Full Metal Swimsuit,Agoraphobic Nosebleed,spotify:track:4ESpRPaf5sBc4rEPCkKtba,"0,298","0,943",10,"-4,019",0,"0,18","8,53E-05","0,00382","0,52","0,199","102,7",34560,4,0,2,0,1
Fun in America,Jayne County,spotify:track:0pDrgytQok3cwE3RFFuCSW,"0,359","0,979",2,"-6,998",1,"0,196","0,0105",0,"0,0763","0,256","172,611",187907,4,"20,91098",10,0,1
Fun Time,Iggy Pop,spotify:track:78eyZlGD7IWNwD4JyTfvCG,"0,368","0,736",0,"-9,128",1,"0,0433","0,134","0,14","0,649","0,655","104,527",241067,4,"31,97824",11,0,1
Funeralopolis,Electric Wizard,spotify:track:6DU1WKdUnR7OZkw7BZl9P0,"0,0811","0,658",11,"-6,804",1,"0,051","1,41E-05","0,903","0,111","0,251","62,825",523333,4,"24,52345",16,0,1
Furtive Monologue,Despised Icon,spotify:track:6D6wXQdRpFXhGPnt2b1dmq,"0,381","0,964",5,"-3,726",0,"0,146","0,0104","0,0863","0,129","0,405","144,017",202227,5,"25,14027",11,0,1
Game Over (Flip),Lil' Flip,spotify:track:79lmvU7Qmc8QpXilbSk37z,"0,813","0,59",8,"-8,998",1,"0,378","0,00106","5,07E-05","0,0809","0,602","159,961",232467,4,"38,94443",8,1,1
Ganesh Vandana,Brahmins,spotify:track:0hViEu5RuAx4Awe2ZJ5BRI,"0,428","0,463",8,"-9,594",1,"0,0436","0,771",0,"0,0899","0,0701","119,61",515106,3,"39,51076",15,0,1
Gardermoen,Julia Kent,spotify:track:1WEGB2t1ZYHjQODNPaiftb,"0,434","0,148",7,"-20,672",0,"0,0367","0,847","0,873","0,126","0,0939","127,997",250587,4,"32,51601",10,0,1
G'd Up,Snoop Dogg Presents Tha Eastsidaz,spotify:track:1zIXpzuCC7FM4kECt2eEzu,"0,908","0,763",1,"-5,739",1,"0,28","0,0395",0,"0,0646","0,593","97,106",273467,4,"23,51463",11,1,1
Get By,Talib Kweli,spotify:track:1LM6EReMkAxuDXDF26ekl2,"0,662","0,928",2,"-4,688",1,"0,377","0,00324",0,"0,17","0,775","90,509",227427,4,"39,67826",8,1,1
Get Drunk And Be Somebody,Toby Keith,spotify:track:408wKFP7qp6ALbjcex2t9k,"0,628","0,896",2,"-4,132",1,"0,0557","0,229",0,"0,365","0,666","128,06",178840,4,"28,47751",7,1,1
Get It On Tonite,Montell Jordan,spotify:track:0AcLrSfAEBQcUnHOTm5pXg,"0,807","0,498",10,"-9,91",0,"0,0755","0,259","3,04E-05","0,0618","0,857","99,001",277413,4,"29,42822",14,1,1
Get It Shawty,Lloyd,spotify:track:2a03afRiyAbNAleOByVju4,"0,822","0,905",5,"-4,032",0,"0,241","0,123",0,"0,0496","0,674","128,014",209533,4,"26,05924",9,1,1
Get Like Me,David Banner Featuring Chris Brown,spotify:track:2IBF9lQ9lgVai8LkskI5L7,"0,823","0,753",1,"-4,199",1,"0,476","0,00323",0,"0,228","0,656","117,281",224547,5,"51,43202",9,1,1
Get No Better,Cassidy Featuring Mashonda,spotify:track:30KGtFjHhlT3JMX5s4IklU,"0,717","0,597",2,"-7,83",1,"0,189","0,292",0,"0,128","0,566","95,018",234853,4,"30,24518",12,1,1
Get The Party Started,P!nk,spotify:track:02jcEwywffn3Tsb48fXmlW,"0,802","0,904",11,"-3,267",0,"0,0459","0,00108",0,"0,173","0,961","128,931",192533,4,"72,87538",7,1,1
Get'cha Head In The Game,Andrew Seeley,spotify:track:74DXAIMTlcfWfXXJbDtaiZ,"0,799","0,946",1,"-6,892",1,"0,236","0,0321","3,36E-06","0,926","0,288","113,028",203907,4,"74,25023",7,1,1
Gimmie Love,Collie Buddz,spotify:track:6UnR7DiYC4uGQW6YxkVcWT,"0,648","0,675",10,"-7,81",1,"0,294","0,0387",0,"0,154","0,631","79,419",224575,4,"71,04259",6,0,1
Gin And Juice,Hot Rod Circuit,spotify:track:1xthH0Ze4FYo2y99QuJUUj,"0,455","0,737",1,"-6,206",1,"0,0272","0,00114","0,000487","0,195","0,206","94,028",224053,4,"62,77759",9,0,1
Girl Tonite,Twista Featuring Trey Songz,spotify:track:7zIxcV689lVTl924lAf9Kn,"0,668","0,724",7,"-5,953",1,"0,0536","0,00551",0,"0,218","0,318","148,522",221373,4,"40,15019",12,1,1
Girls Around The World,Lloyd Featuring Lil Wayne,spotify:track:6fju5NbZznZRZDfP7mpZ56,"0,727","0,83",7,"-8,699",1,"0,125","0,0286","0,000368","0,145","0,59","97,602",229800,4,"47,60881",8,1,1
Girls Lie Too,Terri Clark,spotify:track:2Vn8Ea6fGOM3dsGYVcJ62G,"0,499","0,883",4,"-4,742",1,"0,0451","0,0689",0,"0,163","0,533","138,801",214200,4,"77,12452",5,1,1
Girls. Girls. Girls,JAY-Z,spotify:track:0vzb8Ii9B2fP9c0POFGPOZ,"0,509","0,952",2,"-4,444",0,"0,336","0,144",0,"0,135","0,7","83,068",275373,4,"49,43229",15,1,1
Glorious & Divine,Revolution Renaissance,spotify:track:7hRJ4O1nJWUvrnzqctFP3p,"0,487","0,963",1,"-5,204",1,"0,0452","0,000458","0,0319","0,251","0,505","123,033",283013,4,"39,86386",12,0,1
Gloves,The Horrors,spotify:track:4mpUmbJfckRnASbKMamJSR,"0,36","0,924",2,"-5,583",0,"0,0672","0,000109","0,112","0,285","0,44","139,905",168547,4,"61,97358",7,0,1
God Bless The USA,Lee Greenwood,spotify:track:1MnebCPkLm11EGCnrusLPu,"0,368","0,45",5,"-7,121",1,"0,0276","0,156",0,"0,107","0,184","139,217",196933,4,"39,13522",9,1,1
God Is Dead,Heart Attack,spotify:track:0k3akiXIyGFLT31IC3twkP,"0,343","0,972",1,"-9,573",0,"0,079","1,52E-06","0,51","0,0501","0,547","94,927",82187,4,"14,98454",3,0,1
Good Enough to Keep Me,Willie Clayton,spotify:track:7KTU2hoSHzvCc6ltsTfPY6,"0,678","0,643",10,"-1,924",0,"0,0441","0,663",0,"0,142","0,415","114,943",321040,3,"37,26179",13,0,1
Good Luck,Basement Jaxx,spotify:track:2bmmeB82W3J241MijDIiHk,"0,577","0,936",5,"-4,179",1,"0,0915","0,0839",0,"0,344","0,572","153,985",211547,4,"25,54091",12,0,1
Good Luck Charm,Jagged Edge,spotify:track:0rJBJ4K6uNeDg1rGVyi0Tp,"0,634","0,653",11,"-5,89",1,"0,0689","0,434",0,"0,109","0,5","116,156",264640,4,"38,37958",12,1,1
Goodbye,Jagged Edge,spotify:track:3PcocqQL1Qn6LtUxjSlk4R,"0,821","0,727",6,"-6,262",1,"0,105","0,134","2,4E-06","0,0532","0,971",130,273020,4,"67,4764",11,1,1
Got It Twisted,Mobb Deep,spotify:track:2nzFiCB8YoXf24MAM1qDmU,"0,697","0,744",11,"-5,702",0,"0,229","0,0958",0,"0,263","0,504","103,266",224627,4,"33,09202",9,1,1
Got Your Money,Ol' Dirty Bastard Featuring Kelis,spotify:track:6YYd5MLpu45J0uLrMdivF7,"0,934","0,459",1,"-7,654",1,"0,189","0,0516",0,"0,222","0,697","103,04",239547,4,"38,01367",12,1,1
Gotta Getcha,Jermaine Dupri,spotify:track:5gOYXiA88QUy9DdWR4oNni,"0,762","0,324",4,"-7,447",0,"0,329","0,0663","2,33E-06","0,095","0,482","209,819",170933,4,"61,73502",7,1,1
Gråt inga tårar mer,Titanix,spotify:track:3M9rd6Ypxn783h5Y5HLNjF,"0,59","0,836",7,"-2,805",1,"0,0385","0,00334",0,"0,0358","0,939","138,84",143000,4,"45,10531",6,0,1
Greedy Awful People,The Stooges,spotify:track:7mxm3S1NcLBDekOcEnd4Wr,"0,335","0,954",7,"-8,08",1,"0,105","0,000613",0,"0,114","0,644","156,047",127106,4,"26,70239",8,0,1
Green Light,John Legend Featuring Andre 3000,spotify:track:72by3Re4C3eVEBXvsUo0zV,"0,622","0,882",9,"-5,59",0,"0,119","0,0912",0,"0,216","0,762","77,506",284187,4,"27,35507",11,1,1
Grind With Me,Pretty Ricky,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,"0,7","0,538",1,"-5,952",1,"0,045","0,000204",0,"0,105","0,189","136,518",237733,4,"30,0575",11,1,1
Grounded,Approaching Nirvana,spotify:track:4o7K8Mb3ww0NnerXuZ2VuK,"0,279","0,259",0,"-11,694",1,"0,0317","0,522","0,763","0,302","0,0364","118,228",176968,3,"45,08377",7,0,1
Häie - Folk Aesthetic Version,Tenhi,spotify:track:5icna4wXzgURBOshT7cbON,"0,15","0,0275",10,"-17,912",1,"0,04","0,987","0,941","0,0921","0,0324","74,843",254427,3,"32,50827",14,0,1
Hall of the Mountain King,Apocalyptica,spotify:track:6U6ShLCW3mGVgkGARKNLhL,"0,233","0,609",7,"-5,852",1,"0,0438","0,000849","0,826","0,0874","0,28","96,808",209347,4,"29,07217",11,0,1
Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,spotify:track:63XXvHR6FfiRDk5lKNNCMI,"0,709","0,744",11,"-5,905",0,"0,134","0,0119",0,"0,0609","0,508","145,112",281480,4,"22,3177",12,1,1
Hands Clean,Alanis Morissette,spotify:track:3NmAPSJMgKo4bqoUbO1qcB,"0,513","0,82",7,"-5,428",1,"0,0299","0,00192","2,83E-06","0,504","0,52","99,952",269400,4,"64,50208",9,1,1
Hanging On,Cheyenne Kimball,spotify:track:6Su4jst3IXkvneQb4OUiLE,"0,573","0,934",5,"-3,377",1,"0,0372","0,0105","7,26E-05","0,318","0,544","118,773",249160,4,"24,91959",11,1,1
Happy,Liam Lynch,spotify:track:4NHywppSq0JNtm7iDpTjs0,"0,735","0,715",1,"-8,98",0,"0,0695","0,41",0,"0,277","0,978","90,407",61587,4,"33,37259",3,0,1
Happy?,Mudvayne,spotify:track:0INUE1K7cEiE8VH63Rv5RJ,"0,546","0,971",5,"-2,661",0,"0,0965","0,000823","2,11E-05","0,275","0,383","100,078",216427,4,"77,54385",5,1,1
Hate It Or Love It,The Game Featuring 50 Cent,spotify:track:2wGSgTmgSF3xjRrHkTc25R,"0,802","0,785",9,"-4,781",1,"0,207","0,14",0,"0,123","0,435","99,998",206400,4,"38,8086",12,1,1
Hate Rock Trio,HTRK,spotify:track:0BYiWjZbgUaDDWAH3W7qeb,"0,222","0,567",5,"-12,595",0,"0,0345","0,0629","0,857","0,11","0,0849","163,634",154440,4,"34,51556",7,0,1
Hatho Pai Kariya Na Kar,Kartar Ramla,spotify:track:7KA8tQVcGqCHHdGwSCRi6v,"0,497","0,421",2,"-14,059",0,"0,187","0,985","0,839","0,148","0,804","92,19",232719,4,"33,3613",15,0,1
He Can't Love U,Jagged Edge,spotify:track:3VEZvzr84WVnoorZ4tlBSw,"0,721","0,836",8,"-3,972",0,"0,206","0,112",0,"0,235","0,508","126,279",244053,4,"18,75298",11,1,1
He Gets That From Me,Reba McEntire,spotify:track:46a3BjDPBdi6OngVhTkuM6,"0,643","0,391",10,"-10,09",1,"0,0296","0,622","1,38E-05","0,11","0,418","143,786",219933,4,"28,43124",12,1,1
He Said She Said,Ashley Tisdale,spotify:track:0jTTjg6q4jsd2RhuHwTvLj,"0,694","0,709",7,"-6,205",0,"0,103","0,0966",0,"0,267","0,566","114,966",188000,4,"20,99816",9,1,1
Headsprung,LL Cool J,spotify:track:1GIN41bLhiKeEPeC2vXH8i,"0,718","0,786",0,"-5,76",1,"0,0284","0,0114","2,5E-05","0,0745","0,465","99,916",267320,4,"40,33202",20,1,1
Heartless,Kris Allen,spotify:track:4gwDrsXJPXfCAYFbpUjeCW,"0,577","0,747",10,"-4,675",0,"0,052","0,133",0,"0,141","0,502","94,954",222333,4,"22,93863",9,1,1
Heaven,Los Lonely Boys,spotify:track:2mQ1RBK7s87mdPCzh97RSH,"0,664","0,862",6,"-5,403",1,"0,0679","0,378","4,19E-06","0,0824","0,782","91,91",227347,4,"33,83419",8,1,1
Heavy Metal. Raise Hell!,Zwartketterij,spotify:track:2IjBPp2vMeX7LggzRN3iSX,"0,188","0,994",4,"-3,745",1,"0,166","7,39E-06","0,0784","0,192","0,333","148,44",255667,4,"58,59528",9,0,1
Hellraiser - VNV Nation Remix,Suicide Commando,spotify:track:53SYH7zZomYLOBSMNUW1Xl,"0,524","0,894",2,"-9,573",1,"0,0328","0,000364","0,846","0,15","0,212","140,003",403573,4,"30,59056",15,0,1
Help Pour Out The Rain (Lacey's Song),Buddy Jewell,spotify:track:4xWIqUIlfrusaaygS9RQsR,"0,565","0,562",0,"-7,43",1,"0,0339","0,263",0,"0,0994","0,652","75,035",229093,4,"25,98469",9,1,1
Here Comes The Summer,The Fiery Furnaces,spotify:track:257xjCQOUQaSOwQWw9fTe1,"0,723","0,785",5,"-5,722",1,"0,0302","0,0247","0,00347","0,26","0,816","128,03",209987,4,"64,24515",9,0,1
Here I Am,Rick Ross Featuring Nelly & Avery Storm,spotify:track:67yGTWcR72BZvsrSS2dHST,"0,746","0,717",10,"-5,788",0,"0,127","0,189",0,"0,0704","0,475","109,753",209547,4,"38,40043",11,1,1
Here We Go Again,Demi Lovato,spotify:track:33RJ3P6wc0B0FIyDalhNTv,"0,585","0,927",5,"-5,253",1,"0,04","0,00432",0,"0,178","0,672","142,043",226253,4,"47,06438",6,1,1
Hero,Chad Kroeger Featuring Josey Scott,spotify:track:779ooI3rBd0CLqCiiJmtVo,"0,427","0,843",4,"-4,54",1,"0,0364","0,00216",0,"0,179","0,304","147,387",200480,3,"51,69731",10,1,1
Hey Black Ho Ya White,Himesh Reshammiya,spotify:track:3MpNljXgqgEbH9Ci8t39Y5,"0,658","0,948",11,"-5,614",0,"0,0451","0,013","0,00337","0,358","0,797","142,949",309493,4,"28,93631",12,0,1
Hey Mama,The Black Eyed Peas,spotify:track:6W3c6pmDgT04I0Nk87JFyK,"0,865","0,877",11,"-6,339",0,"0,239","0,106","1,21E-06","0,597","0,942","100,177",214893,4,"39,08781",10,1,1
Hey There Delilah,Plain White T's,spotify:track:4RCWB3V8V0dignt99LZ8vH,"0,657","0,291",2,"-10,572",1,"0,0293","0,872",0,"0,114","0,298","103,973",232533,4,"26,4119",13,1,1
Higher,Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,"0,459","0,83",2,"-6,254",1,"0,0364","5,15E-05","0,00014","0,206","0,431","155,826",316733,4,"28,21589",14,1,1
Hillbilly Deluxe,Brooks & Dunn,spotify:track:1BMhbPsW66IXqksKC8jrCf,"0,568","0,829",7,"-4,713",1,"0,0461","0,312","2,57E-06","0,514","0,551","155,041",258693,4,"26,48483",11,1,1
Hip-Hop Music,Phanatik,spotify:track:1WPacZsM1WIIsKzGJFkMm8,"0,567","0,85",6,"-8,576",0,"0,351","0,157",0,"0,304","0,714","92,804",309973,4,"24,6679",14,0,1
Hit That,The Offspring,spotify:track:3lfmqF0ULXRHlWxBeaHo3t,"0,704","0,809",4,"-3,045",1,"0,0321","0,0233",0,"0,0596","0,962","131,952",169413,4,"19,16367",9,1,1
Hold On,Good Charlotte,spotify:track:3UyL1yzD5B1nIaFJRs4W8r,"0,424","0,937",1,"-5,354",1,"0,0769","0,000884",0,"0,113","0,156","137,861",245600,4,"41,42371",10,1,1
Hold On,Jonas Brothers,spotify:track:7qaicljodAhcFLwo1iOV69,"0,472","0,892",11,"-3,52",1,"0,135","0,00532",0,"0,406","0,813","149,157",164973,4,"68,40105",5,1,1
Holler Back,The Lost Trailers,spotify:track:3Q39dywbYuBZmQ7sW8sc95,"0,442","0,921",2,"-2,344",1,"0,0635","0,259",0,"0,163","0,601","178,124",190813,4,"43,06213",10,1,1
Holly Park,Brandtson,spotify:track:0eGWKb3AFCQGPzEzrHK9HW,"0,244","0,67",6,"-5,924",1,"0,0286","0,000685","0,00274","0,109","0,502","170,654",331467,3,"59,1293",13,0,1
Holy Water,Big & Rich,spotify:track:4qCGe8cM5ycEKcPJdRyk3m,"0,536","0,765",0,"-1,991",1,"0,0277","0,0451","6,97E-06","0,344","0,456","94,677",256813,4,"31,7809",11,1,1
Home,Blake Shelton,spotify:track:2uEVQb8FstYyxpd8Gy6ndR,"0,576","0,455",7,"-7,587",1,"0,0267","0,583","2,73E-05","0,0912","0,206","127,856",227040,4,"31,2698",10,1,1
Honey,Erykah Badu,spotify:track:2z4ypE6YI1mybsczNx4eRU,"0,399","0,802",6,"-7,869",0,"0,35","0,0273","0,00387","0,187","0,437","87,818",320973,4,"41,45883",14,1,1
Hot 2Nite,New Edition,spotify:track:5CQRazABqSKJL9iokIcQrG,"0,726","0,799",1,"-5,082",0,"0,173","0,49",0,"0,14","0,867","100,069",203760,4,"28,28972",10,1,1
Hot N Cold,Katy Perry,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,"0,706","0,841",7,"-3,956",1,"0,0418","7,95E-05",0,"0,0688","0,861","132,032",220227,4,"125,52983",5,1,1
Hotarunohikari,Ikimonogakari,spotify:track:7HAkrW8JUYoVR9dXwb6Uku,"0,566","0,919",2,"-1,901",0,"0,0639","0,0666",0,"0,34","0,55","146,99",242293,4,"30,40491",11,0,1
Hour Of Rats,The Red Chord,spotify:track:2fO0Tn70zvS4OH37YqLdYd,"0,264","0,974",10,"-4,433",0,"0,115","3,24E-05","0,154","0,493","0,384","156,367",160800,4,"34,49535",10,0,1
How Did You Know?,Mynt Featuring Kim Sozzi,spotify:track:2UdD7uzjIURMsdx0DFK0Cn,"0,698","0,889",9,"-4,288",0,"0,0409","0,012","1,49E-06","0,065","0,818","128,015",229172,4,"29,21658",10,1,1
How Far,Martina McBride,spotify:track:45wdPEiLuyv4oSwWQOX93R,"0,473","0,59",6,"-5,373",1,"0,0298","0,359",0,"0,101","0,334","140,191",235307,4,"38,45284",10,1,1
Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,spotify:track:2H9CKpZiLDF223BbwehpDF,"0,613","0,778",10,"-3,933",0,"0,0689","0,0985",0,"0,356","0,626","129,483",252093,4,"91,30839",8,1,1
Hypnotize,System Of A Down,spotify:track:6oO7WMjD6kEvCITLbVj0mu,"0,274","0,92",6,"-4,096",1,"0,0489","0,0303","0,000412","0,115","0,0397","153,986",189440,4,"35,21482",9,1,1
Hypnotized,Plies Featuring Akon,spotify:track:3LN41NUdHkyNqQhi9gExMm,"0,84","0,571",10,"-7,421",1,"0,0797","0,16",0,"0,406","0,617","116,59",188493,4,"37,17445",8,1,1
I,Benn Jordan,spotify:track:46uuuGgjsgmD7mYFBJul5J,"0,268","0,346",10,"-18,869",1,"0,0307","0,75","0,828","0,283","0,376","144,313",186228,4,"21,14103",7,0,1
I Am Dracula - Sighisoara Tasnad Mix,Rexanthony,spotify:track:1QlpvejQFaiSVfIU7O1kmO,"0,476","0,949",1,"-9,017",1,"0,103","0,00289","0,86","0,109","0,188","180,858",235807,4,"61,60835",11,0,1
I Breathe In. I Breathe Out,Chris Cagle,spotify:track:3r513lY50AOJBqaG4nP2LT,"0,316","0,514",7,"-7,048",1,"0,0271","0,178",0,"0,194","0,242","185,882",243947,4,"56,40952",10,1,1
I Can't Sleep,Clay Walker,spotify:track:4wGKVFDAFaIkdmKqgKERuK,"0,614","0,619",2,"-5,345",1,"0,0229","0,012",0,"0,152","0,278","81,043",247387,4,"42,46622",12,1,1
I Can't Take You Anywhere,Scotty Emerick With Toby Keith,spotify:track:0lzcNtphdk0YXXVr4KvFws,"0,733","0,751",4,"-5,761",1,"0,0311","0,262",0,"0,0532","0,814","107,105",214200,4,"48,06799",9,1,1
I Couldn't Beat The Rap,Dizzy Gillespie,spotify:track:3ByOzf7SOGLh1VVbsiXMsE,"0,567","0,214",10,"-18,469",0,"0,129","0,174",0,"0,0797","0,639","137,01",178400,4,"40,04615",8,0,1
I Did It My Way,Revolution Renaissance,spotify:track:0X3nTDHQzWVC8v7xjKfDdS,"0,643","0,884",3,"-5,083",0,"0,0398","0,00562",0,"0,132","0,751","123,992",262987,4,"39,89773",11,0,1
I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon,spotify:track:1gf5KKoAbd1vUWwRKzeXF3,"0,836","0,491",1,"-5,734",1,"0,19","0,139",0,"0,0489","0,862","97,303",254227,4,"35,21774",11,1,1
