dataset_of_10s_track,dataset_of_10s_artist,dataset_of_10s_uri,dataset_of_10s_danceability,dataset_of_10s_energy,dataset_of_10s_key,dataset_of_10s_loudness,dataset_of_10s_mode,dataset_of_10s_speechiness,dataset_of_10s_acousticness,dataset_of_10s_instrumentalness,dataset_of_10s_liveness,dataset_of_10s_valence,dataset_of_10s_tempo,dataset_of_10s_duration_ms,dataset_of_10s_time_signature,dataset_of_10s_chorus_hit,dataset_of_10s_sections,dataset_of_10s_target,dataset_of_10s_id_ano
El Hip Hop,Ariel Kelly,spotify:track:3xRoUpPrzjObEwQRdF46gL,"0,48","0,837",11,"-5,495",0,"0,24","0,103",0,"0,128","0,652","91,916",246079,4,"33,81769",12,0,2
Electricity,Silk City x Dua Lipa,spotify:track:5N4erncE7kuUccm7zEmwzk,"0,588","0,67",0,"-6,439",1,"0,0473","0,0104","3,33E-06","0,338","0,505","118,159",238173,4,"34,85759",12,1,2
Elisa's Theme,Alexandre Desplat,spotify:track:0Cr1H8kCXN5qBAQCHYtVGu,"0,447","0,168",10,"-17,865",1,"0,0372","0,988","0,804","0,0979","0,272","180,063",156467,3,"45,81566",8,0,2
Elm St's Children,Elm Street,spotify:track:7jLcrORc7KlubNnKrgK945,"0,522","0,98",2,"-3,766",1,"0,0773","1,55E-05","0,0298","0,191","0,396","144,996",340883,4,"54,83256",16,0,2
Emotionless,Drake,spotify:track:5Psnhdkyanjpgc2P8A5TSM,"0,413","0,677",1,"-5,12",1,"0,255","0,0249",0,"0,0793","0,0845","172,501",302173,4,"31,31506",11,1,2
Emptiness,Trio Elf,spotify:track:1ucDZkvshpppX4m1J3aw2b,"0,592","0,24",2,"-21,284",0,"0,0632","0,724","0,848","0,0898","0,0488","85,875",390813,4,"81,03123",11,0,2
End Game,Taylor Swift Featuring Ed Sheeran & Future,spotify:track:2x0WlnmfG39ZuDmstl9xfX,"0,649","0,589",2,"-6,237",1,"0,0558","0,00845",0,"0,108","0,151","159,073",244827,4,"61,24186",9,1,2
Enemy - Radio Edit,Manuel Lauren,spotify:track:4aUefGFUcP6EKucJMA8nLT,"0,598","0,883",11,"-4,281",1,"0,0732","0,00617","2,37E-05","0,0648","0,894","127,961",172906,4,"45,96137",6,0,2
English Suite No. 2 in A Minor. BWV 807: IV. Sarabande,Johann Sebastian Bach,spotify:track:7blb1JcEUpsmYjjGLa34eK,"0,455","0,0358",9,"-26,109",0,"0,0555","0,995","0,937","0,0649","0,152","70,453",225653,1,"46,63887",9,0,2
Eternal Destruction,Blasfemia,spotify:track:7KJbrCpABypcvRJp83Gy3P,"0,184","0,938",8,"-7,097",1,"0,0599","2,74E-06","0,955","0,176","0,319","97,269",279592,4,"62,72052",13,0,2
Etiske retningslinjer for tryllekunstnere,Black Debbath,spotify:track:4b3kmpPChGuZxNgMYnhVWd,"0,433","0,502",0,"-8,089",0,"0,0331","0,0012","9,82E-05","0,111","0,155","117,048",271013,3,"64,79321",9,0,2
Every Breath You Take,Hannah Huston,spotify:track:4hZu7IefxrjzuoGjhWmhOu,"0,237","0,445",4,"-5,756",0,"0,0291","0,483","0,00216","0,151","0,0923","149,099",191693,4,"82,72779",6,1,2
Every Teardrop Is A Waterfall,Coldplay,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,"0,425","0,733",9,"-6,883",1,"0,0396","0,00193","0,00922","0,171","0,313","117,985",240796,4,"35,63193",9,1,2
Every Time I Hear That Song,Blake Shelton,spotify:track:0c4ICGb0jvszKj3KPR59JU,"0,523","0,725",2,"-5,448",1,"0,0339","0,0558","6,96E-06","0,0937","0,528","155,855",214800,4,"24,84958",8,1,2
Everybody Dies In Their Nightmares,XXXTENTACION,spotify:track:3GVkPk8mqxz0itaAriG1L7,"0,734","0,57",7,"-7,066",0,"0,133","0,847","2,14E-05","0,112","0,689","129,953",95467,4,"34,87507",5,1,2
Everybody Talks,Neon Trees,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,"0,471","0,924",8,"-3,906",1,"0,0586","0,00301",0,"0,313","0,725","154,961",177280,4,"31,89244",11,1,2
Everyday,Ariana Grande Featuring Future,spotify:track:6yL2kTsdVwYnGwPkKGtMd5,"0,637","0,733",7,"-4,387",0,"0,0553","0,0152",0,"0,162","0,432","131,005",194840,4,"20,83701",9,1,2
Everyday,Weyes Blood,spotify:track:5bDXDHFVw0dscRDv0Qu1bu,"0,478","0,569",2,"-7,252",1,"0,0308","0,274","5,04E-05","0,0938","0,418","112,963",307013,4,"77,78388",12,0,2
Everything Dub,Khotin,spotify:track:2iEY7wt5j6A3Y6zg0KePmY,"0,769","0,61",0,"-11,32",1,"0,128","0,51","0,957","0,382","0,691","116,838",406290,4,"38,99528",20,0,2
everything i wanted,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,"0,704","0,225",6,"-14,454",0,"0,0994","0,902","0,657","0,106","0,243","120,006",245426,4,"29,64269",11,1,2
Everything To Me,Monica,spotify:track:4ZOkuIDN8wRczzu1XUYC4y,"0,308","0,529",7,"-5,319",0,"0,0874","0,479",0,"0,441","0,485","80,794",196960,4,"81,59812",6,1,2
Everytime,Ariana Grande,spotify:track:2Hk1xo2ZrysHtBQMmZvg8U,"0,239","0,676",10,"-4,868",0,"0,0613","0,0419","6,98E-06","0,551","0,198","73,373",131928,4,"89,50583",5,1,2
Ex's & Oh's,Elle King,spotify:track:70eDxAyAraNTiD6lx2ZEnH,"0,612","0,921",7,"-2,879",1,"0,0848","0,0183",0,"0,0576","0,453","139,986",202173,4,"49,15519",10,1,2
Fade To Black,Apoptygma Berzerk,spotify:track:0XrMaMIwibOjhxw7bNpjOM,"0,501","0,958",7,"-5,64",1,"0,0444","0,00133","0,616","0,0888","0,426","131,986",300747,4,"44,59071",10,0,2
Fäerie Metal,Nuit Noire,spotify:track:7J7EDJSSQ8Yb09g70g63Fj,"0,141","0,978",7,"-7,06",1,"0,0636","0,312","0,0369","0,302","0,0612","158,285",496203,4,"61,96268",19,0,2
Fäerie Metal (Live),Nuit Noire,spotify:track:6Fp29Y9ryjtJRWqpeDQaqD,"0,112","0,991",11,"-5,902",0,"0,074","0,823","0,992","0,925","0,037","79,554",492067,4,"16,39439",18,0,2
Falling Star,Showoff,spotify:track:1Ugw5IFAtLrm2ftWqflXgA,"0,588","0,814",2,"-6,964",1,"0,0378","0,00419","0,0191","0,143","0,681","109,628",240560,4,"40,29756",11,0,2
Family Man,Craig Campbell,spotify:track:7a1538puknbXpg5LnYNwBX,"0,554","0,621",11,"-7,076",1,"0,0269","0,162","2,56E-05","0,155","0,151","155,817",219187,4,"62,51362",8,1,2
Fast Car,Jonas Blue Featuring Dakota,spotify:track:2mCF8L0brIs88eH6Kf2h9p,"0,644","0,57",9,"-6,994",1,"0,052","0,484",0,"0,299","0,527","113,945",212424,4,"62,63619",10,1,2
Faster,Matt Nathanson,spotify:track:6plKFdrBnKF0y3CRuceTDh,"0,742","0,853",9,"-4,147",1,"0,0393","0,00743","4,79E-06","0,332","0,95","107,03",208280,4,"43,42073",10,1,2
Father Christmas,Lord Kitchener,spotify:track:4BvFrZLXPeGMjF6YTQp66h,"0,542","0,498",7,"-12,2",1,"0,0405","0,918","1,69E-06","0,217","0,817","94,899",222667,4,"36,66673",13,0,2
Fed Upon Odium,Beheaded,spotify:track:7iz4bbW4A8zbNOfYN9dgTp,"0,218","0,986",1,"-4,865",0,"0,166","6,09E-05","0,051","0,191","0,0364","81,226",247381,4,"31,12695",12,0,2
Feel It Still - Instrumental,Lance Allen,spotify:track:38BYxGy0RDsOVDhSj5d2Xl,"0,581","0,291",2,"-19,874",0,"0,0746","0,513","0,787","0,1","0,784","79,026",161105,4,"25,53999",10,0,2
Feel So Close,Calvin Harris,spotify:track:1gihuPhrLraKYrJMAEONyc,"0,707","0,924",7,"-2,842",1,"0,031","0,000972","0,00703","0,204","0,919","127,937",206413,4,"98,57212",6,1,2
Feel The Music,Guru,spotify:track:2oIOQZ4F8OIq6eImaANR00,"0,783","0,605",4,"-10,574",1,"0,106","0,0222","0,00499","0,265","0,848","100,397",237733,4,"17,37893",9,0,2
Feelin (feat. Spinn & Taso),DJ Rashad,spotify:track:02RjeZNfU1hEicU6sZVT4J,"0,374","0,836",4,"-7,503",1,"0,0738","0,000115","0,737","0,346","0,0937","79,916",270815,4,"19,51185",10,0,2
Feelin' It,Scotty McCreery,spotify:track:0ABHhxQTaluB94ohp2RLSr,"0,586","0,759",7,"-5,338",1,"0,0457","0,1",0,"0,084","0,687","184,031",198227,4,"26,00223",12,1,2
Feeling Punk - Tee's Original Mix,Todd Terry,spotify:track:5DKyo9RhH2PNDjZbowvlYw,"0,775","0,928",11,"-6,776",1,"0,0553","0,00286","0,881","0,387","0,523","126,617",337441,4,"61,15368",10,0,2
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",spotify:track:5bcTCxgc7xVfSaMV3RuVke,"0,893","0,745",11,"-3,105",0,"0,0571","0,0642",0,"0,0943","0,872","101,018",223413,4,"36,30276",7,1,2
Female,Keith Urban,spotify:track:1t34UsQ634a233qysq6D6L,"0,567","0,477",8,"-8,781",0,"0,0331","0,186","4,86E-05","0,111","0,321","85,019",195317,5,"35,1795",10,1,2
Fire. Walk with Me,Harakiri for the Sky,spotify:track:2gBbO8brlTYaLe0BDjvJLh,"0,383","0,952",3,"-4,88",0,"0,0484","9,91E-06","0,000881","0,178","0,278","145,001",548313,4,"39,53599",22,0,2
First Day Out,Tee Grizzley,spotify:track:3muBQDekYAg7jm6hDu6R0Z,"0,587","0,711",1,"-6,33",1,"0,42","0,171",0,"0,125","0,381","98,008",254694,4,"26,77867",10,1,2
Fix,Chris Lane,spotify:track:6gXuwld0PRtinePSXV2Vn1,"0,532","0,883",0,"-2,743",0,"0,0352","0,0951",0,"0,304","0,7","99,995",190240,4,"72,39931",7,1,2
Fix A Heart,Demi Lovato,spotify:track:0fMhhdMdbC94rHHK63jwWu,"0,491","0,452",0,"-7,86",1,"0,0491","0,579",0,"0,0907","0,455","160,227",193040,3,"25,02696",10,1,2
Flight Of The Silverbird,Two Steps from Hell,spotify:track:2k2Pwkt3Fqowcve91PiH4g,"0,415","0,922",5,"-7,043",1,"0,0819","0,00182","0,854","0,0888","0,226","138,086",201793,4,"16,85492",10,0,2
Flute Sonata in E-Flat Major. BWV 1031: II. Siciliano,Johann Sebastian Bach,spotify:track:0gSDkYpQ0IboClF4cFz5Aw,"0,148","0,0997",7,"-18,35",0,"0,0426","0,992","0,925","0,106","0,0563","98,441",145442,3,"30,81609",9,0,2
Fly Away,Vincent de Moor,spotify:track:3JoxlJ95GVxngQSY7V4yfR,"0,643","0,941",5,"-6,447",0,"0,0433","0,00882","0,00443","0,356","0,56","137,985",201760,4,"22,16097",10,0,2
Flying Spaghetti Monster,Doctor P,spotify:track:4uWUyC3hNH036n6sGCWggZ,"0,665","0,913",1,"-2,299",1,"0,0461","0,000148","0,412","0,384","0,439","100,005",249600,4,"58,02977",9,0,2
Folk in Hell,Danger Liker,spotify:track:2nwbtC7f2Kd50fJuP6RgvQ,"0,584","0,789",1,"-7,68",1,"0,151","0,00252","0,00961","0,0907","0,729","126,938",266951,4,"33,54996",12,0,2
Footloose,Blake Shelton,spotify:track:4shPfi6RsJiwQtso2XFGiL,"0,52","0,924",7,"-4,748",1,"0,0686","0,00121","2,31E-06","0,128","0,844","173,98",218493,4,"33,41497",10,1,2
For Her,Chris Lane,spotify:track:19yTqpHTUrw7mOcRDvXYzn,"0,491","0,904",6,"-4,324",1,"0,0344","0,0985",0,"0,183","0,588","150,007",211227,4,"40,98878",9,1,2
For Metal,Arkham Witch,spotify:track:1WKdv0TessM45gWc1TVZnU,"0,268","0,95",4,"-4,793",1,"0,11","0,000104","0,088","0,0645","0,422","202,873",319307,4,"29,88652",15,0,2
For Those About To Rock,Godflesh,spotify:track:0bYKH9bJ8TXQC4UyVQd6PK,"0,269","0,412",3,"-10,768",0,"0,0544","0,0347","0,902","0,127","0,188","109,806",329867,4,"34,34836",8,0,2
Freak The Freak Out,Victorious Cast Featuring Victoria Justice,spotify:track:3vu8NXAryXrNG8ICj71Buq,"0,689","0,858",5,"-3,185",1,"0,061","0,00129",0,"0,0988","0,51","140,022",234480,4,"43,48484",12,1,2
Freiheit. Gleichheit. Brüderlichkeit,Die Apokalyptischen Reiter,spotify:track:2li2HeP3G9eWYW80QKOSW4,"0,559","0,938",0,"-4,388",1,"0,0514","0,000398","1,24E-05","0,153","0,46","133,979",208413,4,"50,2328",9,0,2
French Ouverture. BWV 831,Johann Sebastian Bach,spotify:track:5CpjJKzNC8V9ZYyqXzKCPk,"0,329","0,0689",2,"-24,274",1,"0,0425","0,984","0,0171","0,197","0,741","163,41",183760,4,"49,78261",9,0,2
Friday,Rebecca Black,spotify:track:4fK6E2UywZTJIa5kWnCD6x,"0,684","0,889",8,"-4,555",0,"0,102","0,0307","2,57E-06","0,775","0,582","112,004",210026,4,"40,19486",9,1,2
Frog and Toad Are Friends,Armand Hammer,spotify:track:003I0c4UcwPtqOp3rW7Dv7,"0,67","0,918",10,"-6,318",0,"0,37","0,0127",0,"0,872","0,678","159,803",251947,4,"42,73762",10,0,2
Full Metal Jacket,Yellowman,spotify:track:2H1NO6cgmK3tU0IjnYRZ3l,"0,807","0,492",9,"-15,226",1,"0,179","0,00277",0,"0,102","0,491","179,556",224440,4,"30,65757",13,0,2
Future Universal Histories,Solefald,spotify:track:1Ua8hlm9Qdzh7njb6DbDOH,"0,261","0,925",4,"-4,691",0,"0,144","0,00498","0,00433","0,286","0,212","95,031",408125,4,"36,61763",14,0,2
Fuzzybrain,Dayglow,spotify:track:57HJa4ktE7iHGrbFhwzEr2,"0,488","0,51",7,"-8,367",1,"0,026","0,0233","0,15","0,143","0,368","104,959",219429,4,"25,76391",9,0,2
Gangnam Style,PSY,spotify:track:03UrZgTINDqvnUMbbIMhql,"0,727","0,937",11,"-2,871",0,"0,287","0,00417",0,"0,091","0,749","132,067",219493,4,"39,55134",8,1,2
Gangsta,Kehlani,spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,"0,439","0,447",10,"-8,318",0,"0,0436","0,111",0,"0,303","0,11","121,48",177029,4,"35,6671",9,1,2
Garden,Roger Eno,spotify:track:7jBR7pjJR7R7H6nxensdE4,"0,242","0,00281",7,"-28,003",0,"0,0543","0,992","0,85","0,129","0,0374","73,102",207364,3,"46,60441",10,0,2
Garden in the Bones,Periphery,spotify:track:5fauFOWxPFk36Ui433FNRB,"0,517","0,971",4,"-5,189",1,"0,0778","0,0057","3,75E-05","0,325","0,363","135,004",356507,4,"61,38134",12,0,2
Genesis,Grimes,spotify:track:4sCYKMatyhazyy6r2N7Hp2,"0,611","0,677",10,"-6,745",0,"0,034","0,0764","0,0698","0,241","0,233","166,04",255320,4,"30,57764",11,0,2
Get Ugly,Jason Derulo,spotify:track:1dl3vuXJS9anUXE7XnNP75,"0,75","0,683",9,"-4,829",0,"0,12","0,0462","1,32E-06","0,297","0,539","111,066",200492,4,"30,26648",10,1,2
Get You,Daniel Caesar Featuring Kali Uchis,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,"0,658","0,294",4,"-8,533",0,"0,0321","0,422","5,2E-05","0,0749","0,358","74,038",278180,4,"70,58556",13,1,2
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",spotify:track:5u6vkDnOyaf8LsteDAj2ub,"0,782","0,436",2,"-7,033",1,"0,155","0,331","1,3E-05","0,342","0,243","82,994",268933,4,"24,61342",11,1,2
Gimme Love and Truth,FM LAETI,spotify:track:3uabTGtw1MsG5sMTG0OFj6,"0,777","0,533",0,"-6,14",0,"0,0299","0,533","0,00112","0,19","0,722","100,082",197196,4,"39,06071",8,0,2
Girl Crush,Little Big Town,spotify:track:11qh54D0PKkBwelpDxxiEU,"0,5","0,225",0,"-10,22",1,"0,0302","0,842",0,"0,112","0,355","173,788",193320,3,"35,86537",11,1,2
Girl In A Country Song,Maddie & Tae,spotify:track:1GRiBe0kNCNYpjwCHIyynI,"0,59","0,908",8,"-3,789",1,"0,084","0,285",0,"0,36","0,874","160,028",217840,4,"39,40916",10,1,2
Give It All We Got Tonight,George Strait,spotify:track:19PJ75UGKjpBo0muDNyxPW,"0,577","0,649",7,"-7,031",1,"0,027","0,253","5,03E-06","0,0798","0,339","130,313",251333,4,"26,91163",10,1,2
Glory And Gore,Lorde,spotify:track:5ama5p0JgVg5scQk6ryDPy,"0,689","0,377",1,"-8,761",1,"0,0397","0,285",0,"0,268","0,294","143,946",210738,4,"40,20837",9,1,2
Go Loko,"YG, Tyga & Jon Z",spotify:track:3SZqA7rQvROJsCbUu2v0xa,"0,88","0,67",2,"-5,188",1,"0,0429","0,299","5,08E-06","0,0677","0,142","100,995",299227,4,"21,10076",13,1,2
God morgen vår!,Nanahira,spotify:track:4lqNbZ9nMLKyvphlhQImZ0,"0,472","0,868",11,"-4,18",1,"0,115","0,0559","0,000939","0,331","0,641","193,911",254147,3,"52,93621",12,0,2
God's Great Dance Floor - Remix,Reyer,spotify:track:1tEDlKg1Rmv9sE6z1XR6Vy,"0,618","0,565",6,"-8,575",0,"0,0916","0,00993","7,65E-05","0,0835","0,628","127,985",230156,4,"39,87189",8,0,2
Good Drank,2 Chainz x Gucci Mane x Quavo,spotify:track:39pS70eeDvyCAF3t8NAlVV,"0,836","0,776",4,"-0,804",0,"0,239","0,274",0,"0,113","0,37","130,033",222707,4,"30,04466",9,1,2
Good Feeling,Flo Rida,spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,"0,706","0,89",1,"-4,444",0,"0,0688","0,0588","0,00286","0,306","0,684","128,011",248133,4,"36,04713",8,1,2
Good Old Days,Macklemore Featuring Kesha,spotify:track:2Za1AlJNvksouPPWbXpR2X,"0,712","0,51",8,"-8,162",1,"0,0633","0,446","2,46E-05","0,112","0,268","122,964",240507,4,"16,15571",15,1,2
Good Vibes,Chris Janson,spotify:track:49oBFP6ZHPtd6t33LFTD3E,"0,582","0,846",0,"-2,771",1,"0,0451","0,022",0,"0,133","0,736","92,004",165587,4,"53,04468",7,1,2
Got It Bad,LEISURE,spotify:track:2DKhE0CxWGYoYQxYYbLrjJ,"0,793","0,468",11,"-10,054",1,"0,0408","0,00839","0,0786","0,0689","0,534","95,999",205602,4,"36,86925",11,0,2
Got to Find a Way,Harold Burrage,spotify:track:4vOxNIimvZZUFwQGkgeVGn,"0,707","0,474",2,"-10,037",1,"0,0431","0,0429",0,"0,0546","0,715","113,654",220893,4,"27,32509",11,0,2
Gottes Zeit ist die allerbeste Zeit. BWV 106 (Arr. G. Kurtag for Piano Duo),György Kurtág,spotify:track:5FHDGoO8MF9txy89VczxfY,"0,533","0,00805",3,"-34,339",1,"0,0397","0,995","0,92","0,0726","0,0679","69,354",150093,4,"53,94683",6,0,2
Gouryella,Gouryella,spotify:track:5QuPV2QWiVdwwgC75MudGz,"0,561","0,957",0,"-6,625",1,"0,0428","0,000139","0,735","0,0913","0,335","138,017",217147,4,"35,26865",10,0,2
Grammys,Drake Featuring Future,spotify:track:5e574bhjycX1eH2l4Auage,"0,676","0,432",1,"-9,51",1,"0,502","0,00163","3,93E-06","0,0799","0,12","145,869",220427,4,"50,77559",9,1,2
Gravedigger's Chant,Zeal & Ardor,spotify:track:1vWWlYogjUMdHOpZEQkLEw,"0,521","0,58",7,"-7,155",1,"0,0312","0,103","0,007","0,194","0,377","63,978",191213,3,"47,01529",6,0,2
Greatest Love Of All,Whitney Houston,spotify:track:6yJxCltgtmGxIgKOS6ndnu,"0,502","0,305",9,"-16,011",1,"0,0339","0,484","3,55E-06","0,117","0,248","131,242",291400,4,"45,83699",15,1,2
Green Eyes,iwrestledabearonce,spotify:track:766mnSuCMHzBsCVH4zSJnB,"0,235","0,935",6,"-3,387",1,"0,18","0,000597","0,0794","0,199","0,352","159,221",216360,4,"37,84558",11,0,2
Green Karma - Original Mix,Cabaret Nocturne,spotify:track:7AyLMeNJuYqYaxVHYfTqJM,"0,789","0,803",7,"-8,027",1,"0,0402","0,313","0,862","0,138","0,48","117,009",339750,4,"66,58938",12,0,2
Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,spotify:track:2e9EZ2V5QGGZPMJacO3y0Y,"0,705","0,702",0,"-4,783",0,"0,108","0,138",0,"0,364","0,771","140,059",250493,4,"41,64528",6,1,2
Growing Pains,Alessia Cara,spotify:track:003eoIwxETJujVWmNFMoZy,"0,353","0,755",1,"-6,276",0,"0,733","0,0822",0,"0,39","0,437","191,153",193680,4,"30,59169",10,1,2
Guitaria,Deep Dive Corp.,spotify:track:1EFaqDuClmdJX6F2uCtC47,"0,697","0,806",6,"-11,305",1,"0,053","0,000148","0,909","0,103","0,382","112,009",323571,4,"18,21349",13,0,2
Habits (Stay High) [Instrumental Version],Steve Petrunak,spotify:track:16MH7WjEbCNGzH9PrIMgfi,"0,738","0,547",5,"-8,592",1,"0,0468","0,911","0,89","0,112","0,22","110,015",209925,4,"41,84368",10,0,2
Half Of My Heart,John Mayer,spotify:track:7hR5toSPEgwFZ78jfHdANM,"0,681","0,593",5,"-9,327",1,"0,0251","0,435","0,000117","0,106","0,731","115,058",250373,4,"47,76966",11,1,2
HandClap,Fitz And The Tantrums,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,"0,636","0,836",8,"-3,004",1,"0,0427","0,00609","0,000157","0,0828","0,715","139,956",193253,4,"31,30211",11,1,2
Hard Times,Paramore,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,"0,695","0,818",5,"-5,379",0,"0,0334","0,00647","4,87E-06","0,0219","0,916","119,965",182693,4,"34,18913",9,1,2
Hardcore,Powerslut,spotify:track:1bYboqW92T88TSqvMRnYkY,"0,55","0,607",11,"-7,436",0,"0,0449","0,000176","2,44E-06","0,114","0,685","117,581",135587,4,"18,19915",8,0,2
Hardcore for Hardcore,The Rival Mob,spotify:track:4BANvCnm8UeYQcvYjzaBch,"0,248","0,967",9,"-8,133",1,"0,0647","4,76E-05","0,904","0,333","0,282","135,263",108880,3,"58,64773",4,0,2
Hardcore Power,Haus of Panda,spotify:track:7MhdEgFZYE31pqOFnOVXIc,"0,612","0,901",6,"-4,455",0,"0,0582","0,0089","0,56","0,0297","0,472","144,99",218483,4,"39,75483",9,0,2
Harlem Shake,Baauer,spotify:track:01XFgRZfZI7oBagNf1Loml,"0,452","0,794",0,"-5,151",1,"0,0483","0,0111","0,00182","0,416","0,282","137,825",196664,4,"43,71269",9,1,2
Hate Me,Eurielle,spotify:track:4oEL2E7VLBNTqJg8p6YSpn,"0,22","0,13",0,"-15,086",0,"0,0357","0,842","0,00155","0,0987","0,125","135,872",311667,4,"43,07957",12,0,2
Haunt Your House,Dan Andriano in the Emergency Room,spotify:track:1QEcl3dTtRLyw68xV4UDRn,"0,398","0,956",1,"-3,33",0,"0,0618","0,00372","0,00321","0,0706","0,574","86,05",236736,4,"28,26048",9,0,2
Heart Attack,Trey Songz,spotify:track:25CA8QVJQrh5R05UUCaODM,"0,608","0,863",11,"-4,87",1,"0,131","0,0593",0,"0,228","0,476","150,029",233147,4,"23,08755",9,1,2
Heart of Courage,Thomas Bergersen,spotify:track:4JtvyWkWQTPVcroZf8JJkp,"0,403","0,591",1,"-8,126",1,"0,0514","0,511","0,896","0,108","0,192","135,047",117395,4,"41,91236",6,0,2
Heart of Metal (Remix),Ultimatum,spotify:track:3Fe0QFsMXY0gbeJo4exiNo,"0,599","0,945",10,"-4,182",0,"0,0768","0,00499","1,63E-05","0,096","0,308","95,954",279400,4,"30,94316",16,0,2
Heart Patient,The Landers,spotify:track:4mo8yQOzxC0QBXkcVFIByD,"0,728","0,674",9,"-3,007",1,"0,0736","0,0956",0,"0,161","0,711","145,981",170342,4,"27,00269",8,0,2
Heartbreak Warfare,John Mayer,spotify:track:4gs07VlJST4bdxGbBsXVue,"0,624","0,554",2,"-8,113",1,"0,0225","0,191","0,00131","0,299","0,311","97,031",269720,4,"28,10784",10,1,2
Heathens,Boston Manor,spotify:track:189ho2EWK86V7I7X0Ecwma,"0,35","0,924",3,"-5,776",0,"0,0955","0,185","2,12E-05","0,0986","0,185","179,907",226467,4,"21,25432",11,0,2
Hello,Karmin,spotify:track:7jO1boY6qwRjeu0EBtvDuu,"0,658","0,919",5,"-2,455",1,"0,171","0,166",0,"0,123","0,516","127,916",237547,4,"30,15487",10,1,2
Hello,Martin Solveig & Dragonette,spotify:track:3sl4dcqSwxHVnLfqwF2jly,"0,666","0,975",3,"-3,47",1,"0,0345","0,0135","0,000925","0,105","0,452","128,005",191388,4,"37,99253",10,1,2
Helluva Life,Frankie Ballard,spotify:track:4mnuiEDq1ADXUTYWJxLo4B,"0,564","0,76",6,"-5,667",1,"0,0277","0,0676",0,"0,144","0,528","134,015",231693,4,"30,08691",11,1,2
Helluva Night,Ludacris,spotify:track:0flKDWZq11997Fb2ptkQvu,"0,736","0,522",2,"-8,02",1,"0,116","0,0299",0,"0,108","0,369","97,547",200387,4,"60,21027",10,1,2
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,spotify:track:25leEEaz1gIpp7o21Fqyjo,"0,834","0,372",1,"-11,99",1,"0,0358","0,799",0,"0,275","0,976","96,628",150267,4,"50,70058",7,1,2
Here For A Good Time,George Strait,spotify:track:11OFYsUK9EVJsQ6nutH32M,"0,596","0,768",6,"-6,753",1,"0,0369","0,0858","6,23E-06","0,116","0,532","127,93",180267,4,"24,11074",9,1,2
Here's To Never Growing Up,Avril Lavigne,spotify:track:0qwcGscxUHGZTgq0zcaqk1,"0,482","0,873",0,"-3,145",1,"0,0853","0,0111",0,"0,409","0,737","165,084",214320,4,"32,17301",12,1,2
Hey Pretty Girl,Kip Moore,spotify:track:75p6fgACKYIyIhsoG411SZ,"0,345","0,375",2,"-10,762",1,"0,0292","0,158","1,22E-05","0,26","0,0898","83,214",215920,1,"52,95019",11,1,2
Hide Away,Daya,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,"0,885","0,801",11,"-4,716",0,"0,0882","0,225","1,65E-06","0,0733","0,466","95,011",192376,4,"26,08942",9,1,2
High By The Beach,Lana Del Rey,spotify:track:7g3htkaLz4ETFn0cifwM3y,"0,536","0,486",11,"-11,067",0,"0,0346","0,244","0,00788","0,12","0,0968","131,988",257573,4,"21,30206",9,1,2
Hillbilly Bone,Blake Shelton Featuring Trace Adkins,spotify:track:40T9vgCE3W4Y6QePIkQBEm,"0,603","0,946",7,"-4,172",1,"0,0463","0,0558","6,51E-05","0,114","0,912","144,019",224907,4,"32,05529",11,1,2
Hip-Hop - Remix,Joell Ortiz,spotify:track:0ZiMSHgpj5S5ya766KrTRw,"0,536","0,857",6,"-5,951",0,"0,369","0,346",0,"0,312","0,836","97,524",192157,4,"81,10821",8,0,2
Holiday With HH,No Bros,spotify:track:7LBa0KNFR8IY3g7LOfXqu8,"0,166","0,985",7,"-2,886",1,"0,17","0,00183","0,0142","0,958","0,139","174,725",252787,4,"31,23583",11,0,2
Holy Grail,Jay Z Featuring Justin Timberlake,spotify:track:1q9bLSeIlGf2xBvbOkp2Wr,"0,675","0,534",2,"-6,901",0,"0,0831","0,0594","8,59E-06","0,256","0,156","145,08",338413,4,"28,17955",13,1,2
Home,Efence,spotify:track:2r5LyjwSPG7PVsXnKQ8iZQ,"0,661","0,567",8,"-11,64",0,"0,0372","0,683","0,904","0,115","0,0396","120,033",196000,4,"52,26669",8,0,2
Homegrown,Zac Brown Band,spotify:track:1qwnPVOIJjAFfCc40Etb1D,"0,712","0,801",6,"-3,742",1,"0,029","0,0249","0,000125","0,134","0,956","105,007",205000,4,"21,8454",12,1,2
