dataset_of_70s_track,dataset_of_70s_artist,dataset_of_70s_uri,dataset_of_70s_danceability,dataset_of_70s_energy,dataset_of_70s_key,dataset_of_70s_loudness,dataset_of_70s_mode,dataset_of_70s_speechiness,dataset_of_70s_acousticness,dataset_of_70s_instrumentalness,dataset_of_70s_liveness,dataset_of_70s_valence,dataset_of_70s_tempo,dataset_of_70s_duration_ms,dataset_of_70s_time_signature,dataset_of_70s_chorus_hit,dataset_of_70s_sections,dataset_of_70s_target,dataset_of_70s_id_ano
Everything's Coming Up Love,David Ruffin,spotify:track:0ogig3PumQOoeAassBpeqw,0.689,"0,856",5,"-7,581",1,"0,0408","0,198","7,25E-06","0,454","0,823","107,025",295107,4,"22,55018",9,1,4
Expresso Brazilia,Les Baxter,spotify:track:4TysEeH4H65yhAdSGv4KEE,0.584,"0,563",9,"-16,192",0,"0,0471","0,822","0,123","0,0921","0,672","104,043",121267,4,"31,17897",8,0,4
Fairytale,The Pointer Sisters,spotify:track:4t8OiAzSLbCY26pzTKwF88,0.442,"0,543",8,"-6,386",1,"0,0273","0,732","0,000147","0,117","0,644","129,053",303067,4,"66,03212",11,1,4
Fake Paradise,Jean-Luc Ponty,spotify:track:2VkjQMpQTQQIFNbuW6Hoil,0.371,"0,663",1,"-13,404",0,"0,0474","0,0664","0,866","0,0814","0,73","108,94",338973,3,"29,67681",12,0,4
Falling,Flipper,spotify:track:0sq2IEtONN0UilrNQThA1t,0.265,"0,954",2,"-6,588",1,"0,0772","0,00885","0,000657","0,13","0,0375","125,962",336973,4,"28,42152",10,0,4
Fan Club,The Damned,spotify:track:1ugKJLWFq5H1e3ik7krU6M,0.297,"0,955",11,"-7,767",0,"0,0957","0,000556","5,37E-06","0,392","0,456","144,451",175360,4,"15,20385",11,0,4
Fancy,Bobbie Gentry,spotify:track:6aarvZBVzYo3sp4NYOBqCp,0.618,"0,243",4,"-19,003",0,"0,0848","0,502",0,"0,102","0,556","104,373",258913,4,"25,74555",13,1,4
Fancy Lady,Billy Preston,spotify:track:6xyODOlRUVJq8tpBx7EBXr,0.648,"0,72",10,"-8,476",0,"0,0601","0,451","0,00954","0,0669","0,663","113,573",347893,4,"57,7883",13,1,4
Fanny (Be Tender With My Love),Bee Gees,spotify:track:7KUHpRlZQR91SLflhsQCg9,0.438,"0,526",4,"-9,913",1,"0,0273","0,215","0,0154","0,122","0,543","95,218",243560,4,"58,3209",10,1,4
"Fé Cega, Faca Amolada - Ao Vivo",MPB4,spotify:track:7yQz6F5VE9KAWROSF08On4,0.489,"0,908",2,"-8,288",0,"0,101","0,245","1,51E-05","0,735","0,808","149,496",162407,4,"65,10127",7,0,4
Feel Like Breaking Up Someone's Home,Jimmy Johnson,spotify:track:4NKTDpk4oYnyewweYDgYDz,0.574,"0,465",2,"-11,449",1,"0,0345","0,506","3,88E-05","0,101","0,75","97,633",287400,4,"20,3522",17,0,4
Feel The Beat (Everybody Disco),Ohio Players,spotify:track:1Vuva7i6K8XibDiQDeS28C,0.633,"0,847",9,"-13,562",1,"0,0571","0,000791","0,77","0,0781","0,681","126,459",192387,4,"47,14237",9,1,4
Feels So Good,Chuck Mangione,spotify:track:2M7EflZCPCqqRLB9hy5MDy,0.576,"0,603",5,"-9,603",1,"0,0329","0,455","0,0537","0,0406","0,524","103,658",582733,4,"29,30325",23,1,4
Fell For You,The Dramatics,spotify:track:44MjocxmoGd3FB2v3xXZcj,0.402,"0,459",0,"-13,261",1,"0,0806","0,461","0,0163","0,1","0,655","173,48",205747,4,"77,72385",9,1,4
Fight The Power Part 1,The Isley Brothers,spotify:track:4Ahjqin4mNFeJSVSk6wNLs,0.863,"0,74",11,"-8,285",0,"0,235","0,0543","0,0026","0,0813","0,901","125,282",197827,4,"41,81753",10,1,4
Final,Marion,spotify:track:2C3FFqPV5fmD8z568VgCWx,0.272,"0,437",0,"-11,662",0,"0,03","0,475","0,847","0,23","0,29","84,684",144887,4,"44,94593",7,0,4
First Chakra Keynote C (Red) - (Bonus Version) (Remastered),Steven Halpern,spotify:track:6x1khtu5MTHO4f98zA1AkX,0.212,"0,00393",2,"-28,139",0,"0,0741","0,993","0,688","0,112","0,0362","68,033",171107,4,"38,72703",9,0,4
Flight Over Rio,Al Di Meola,spotify:track:2BiueR07VGUbxGTjp9q9fA,0.328,"0,698",1,"-11,7",0,"0,0465","0,151","0,188","0,0671","0,423","149,919",436600,4,"29,44024",15,0,4
Float On,The Floaters,spotify:track:4kxDa9niTJIyh89afKjpCR,0.59,"0,718",7,"-8,536",1,"0,0275","0,255","5,86E-06","0,111","0,868","96,552",255173,4,"31,90963",12,1,4
Fog Horns And the Sea,Nature's Mystic Moods,spotify:track:3iX0gVImizARGS1RX1AaPg,0.0898,"0,665",10,"-27,745",0,"0,219","0,172",0,"0,386","0,00336","87,69",105373,1,"48,21588",5,0,4
Folia de Reis,Dom Salvador,spotify:track:1x7H0nz88eM1bOXpuX6rJT,0.65,"0,887",7,"-6,225",1,"0,0465","0,143","0,589","0,0285","0,979","105,576",148293,4,"59,9973",6,0,4
Fool In The Rain,Led Zeppelin,spotify:track:62p6fF2r4NY6pwZbxxvmr8,0.539,"0,866",0,"-8,404",1,"0,0483","0,0866","0,00414","0,0953","0,761","130,345",372893,4,"92,153",13,1,4
For A While,Mary Macgregor,spotify:track:1F5FpWBElztvsaYqseoi7h,0.57,"0,469",0,"-9,233",1,"0,0291","0,62","0,00436","0,194","0,598","137,718",174890,4,"45,53626",12,1,4
For The Good Times,Ray Price,spotify:track:5J4e1T4aqU6aS8g5IjceIr,0.275,"0,338",3,"-10,199",1,"0,0309","0,843","9,85E-05","0,196","0,514","82,377",227893,4,"59,95875",9,1,4
Fourty Four Blues,Sonny Boy Nelson,spotify:track:7LTisJL03NKW8zZVBgkVFR,0.592,"0,233",8,"-13,848",1,"0,0424","0,925","0,73","0,0742","0,67","80,416",263027,4,"48,29444",12,0,4
Francene,ZZ Top,spotify:track:7moxuFnSVyWjSfpNyOJjRO,0.498,"0,804",0,"-9,236",1,"0,0359","0,43","0,0105","0,182","0,508","127,332",212533,4,"39,0738",8,1,4
Fran-Dance - alternate take,Miles Davis,spotify:track:60hdiQI8yrDfqI56r5gOu9,0.65,"0,178",0,"-13,6",0,"0,0486","0,861","0,00581","0,0837","0,528","110,414",351947,4,"53,85008",15,0,4
Free Jazz,Maria Teresa Luciani,spotify:track:0zagn8PNnM7pM8pz1gXOAD,0.291,"0,3",1,"-14,054",0,"0,0326","0,905","0,492","0,118","0,039","75,619",228224,4,"44,10303",9,0,4
Free Man,South Shore Commission,spotify:track:7n2gV9BaWJHp110ZEwRSTv,0.742,"0,679",6,"-11,774",1,"0,151","0,395","0,00309","0,651","0,654","127,474",446507,4,"58,96645",18,1,4
Free To Carry On,The Sandpipers,spotify:track:1YYRxoIizffhsvCfJ2MF00,0.567,"0,356",0,"-13,382",1,"0,0256","0,782","0,000333","0,312","0,514","96,183",168800,4,"39,35108",9,1,4
From The Beginning,"Emerson, Lake & Palmer",spotify:track:0Ll60pqkEBHqzdeclRHdnl,0.617,"0,187",4,"-18,646",0,"0,0444","0,352","0,394","0,119","0,326","133,216",253467,4,"70,61271",9,1,4
Full Of Fire,Al Green,spotify:track:74hrm9x1vxIW7mSZgeyG7J,0.771,"0,563",2,"-10,722",0,"0,0284","0,252","0,00323","0,133","0,884","113,915",315000,4,"48,14179",12,1,4
Fun Time,Joe Cocker,spotify:track:5GUot4AEzxcfs0is6l4rWZ,0.721,"0,52",11,"-12,38",1,"0,0299","0,115","0,00384","0,0683","0,963","105,45",160400,4,"53,79379",7,1,4
Funeral Song for Mississippi John Hurt,John Fahey,spotify:track:7e7xCAENs0c0OqadUdTn0b,0.216,"0,51",1,"-9,794",1,"0,0383","0,6","0,826","0,115","0,153","102,16",263107,4,"73,27778",13,0,4
Funky Man,Kool & The Gang,spotify:track:1cYN6EavktZnJDdwlasTEO,0.699,"0,725",2,"-9,315",1,"0,18","0,0862","0,0153","0,0584","0,741","109,862",189413,4,"53,87844",8,1,4
Galope - Ao Vivo,MPB4,spotify:track:3gzXOzx5mLVC23qvD5fMH5,0.418,"0,791",8,"-8,666",1,"0,214","0,676","0,0205","0,953","0,463","112,586",262680,4,"36,63247",11,0,4
General Bacardi,Crass,spotify:track:0gLxmwiXwWqbwqJzhJxfgy,0.348,"0,984",11,"-4,869",0,"0,108","0,0679",0,"0,366","0,896","162,682",61267,4,"31,09296",4,0,4
Générique début,Georges Delerue,spotify:track:3WSBXOuvJAEY6fypO49vcE,0.27,"0,261",4,"-18,19",0,"0,0359","0,83","0,831","0,123","0,168","169,496",95960,5,"32,72172",4,0,4
Georgia on my mind,Dexter Gordon,spotify:track:1NC87c2p5vFGiLVeHcK9Oo,0.563,"0,066",9,"-17,877",0,"0,0427","0,924","0,914","0,214","0,137","122,706",598173,5,"44,649",23,0,4
Ghana' E,Willie Colón,spotify:track:7lS7HglNOPu4EqU5ycvpNX,0.669,"0,722",0,"-9,936",1,"0,0441","0,292","4,64E-06","0,0698","0,925","101,681",245520,4,"60,35662",8,0,4
"Ghashiram Kotwal, Act 2",Bhaskar Chandavarkar,spotify:track:2xpGSHKXtXokcdumUzhulw,0.526,"0,431",8,"-10,522",1,"0,273","0,719",0,"0,34","0,431","124,4",1462413,4,"51,40126",51,0,4
Gimme Shelter,Grand Funk Railroad,spotify:track:5WqEP1YckYLZPPvJYKBsu3,0.324,"0,867",4,"-6,765",0,"0,0677","0,122","0,931","0,0926","0,427","130,483",389027,4,"33,85695",13,1,4
Girl,kalapana,spotify:track:2PizJWUi9nuPcm0kSoyKkm,0.609,"0,859",4,"-7,112",1,"0,0778","0,0674","0,0334","0,0995","0,889","146,511",232387,4,"41,69629",13,0,4
Girl Of My Dreams,Bram Tchaikovsky,spotify:track:2NyaZECpJZCAqFJFCWPDRz,0.344,"0,745",2,"-7,902",1,"0,0546","0,638","0,00224","0,134","0,448","139,689",248907,4,"28,83061",9,1,4
Give Ireland Back To The Irish,Wings,spotify:track:4zlkE8VPWYjkRDdC2VVk5e,0.387,"0,562",9,"-11,067",0,"0,0394","0,25","8,03E-05","0,116","0,591","186,708",224640,4,"31,94706",11,1,4
Give Love A Chance,Piero Piccioni,spotify:track:3dvmC40MBKSak1n9nMSao9,0.176,"0,321",8,"-12,897",1,"0,0401","0,35","0,846","0,115","0,202","69,011",206507,1,"36,15786",9,0,4
"Glaciers Interdits (Guitarre Solo, Synthe Solo + Melange)",Laurence Vanay,spotify:track:7xzDPfb6vriy3ZczaSKUsQ,0.366,"0,0309",3,"-24,297",1,"0,0422","0,995","0,768","0,0954","0,63","95,26",162533,1,"28,19751",9,0,4
Glory Day In Green Bay,Sam Spence,spotify:track:24pkpaia02bsQ5DpMAzbLk,0.428,"0,788",10,"-9,019",0,"0,0393","0,289","0,594","0,0204","0,836","129,514",173173,4,"34,68513",7,0,4
Glory Glory,The Rascals,spotify:track:0td5EfZGjerFykMFRrBklN,0.66,"0,829",10,"-7,664",1,"0,0277","0,029","9,38E-05","0,0734","0,968","123,924",209533,4,"37,30197",12,1,4
God's Word,J.B. Lenoir,spotify:track:4yL2msZv7t9t3s3iT1fg8i,0.742,"0,181",3,"-9,757",0,"0,0689","0,891","0,000384","0,0933","0,359","88,967",221093,3,"49,90186",12,0,4
Goin' Home,The Osmonds,spotify:track:0p84j3ol6LPVQwW7cPB3y4,0.517,"0,836",2,"-11,008",1,"0,0314","0,122","0,0174","0,175","0,96","144,569",148867,4,"38,6947",8,1,4
Going Going Gone - Remastered,kalapana,spotify:track:0hCHnkD1Am4mR4osEYrhSA,0.525,"0,655",3,"-9,93",1,"0,0358","0,209","1,24E-06","0,136","0,801","88,643",184136,4,"48,62904",9,0,4
Golden Years,David Bowie,spotify:track:4JRem7xHp2l0kmUvt9zCKu,0.68,"0,701",6,"-10,36",0,"0,036","0,316","4,72E-06","0,111","0,933","108,287",243280,4,"77,07154",8,1,4
Gonna Be My Baby,Sunnyland Slim,spotify:track:1MVIGCdnEKAylA6f6e2z3J,0.562,"0,305",2,"-12,414",1,"0,041","0,993","0,6","0,119","0,739","77,174",153533,4,"77,34651",5,0,4
Gonna Give Her All The Love I've Got,Marvin Gaye,spotify:track:4d8MN3egxWp2lqC7J7VKlj,0.657,"0,568",10,"-9,895",1,"0,0279","0,478",0,"0,101","0,941","96,67",200800,4,"39,45978",8,1,4
Good Morning Judge,10cc,spotify:track:1fMGRxKRtIKNyaMMGrzInM,0.737,"0,642",9,"-9,492",1,"0,0916","0,0185","0,00415","0,0726","0,467","106,742",174667,4,"42,56191",9,1,4
Good Morning Little School Girl,Muddy Waters,spotify:track:5wmIawyV4Cs6HmS9LKvpj0,0.455,"0,688",2,"-9,882",1,"0,0356","0,73","0,839","0,301","0,809","167,959",196000,4,"29,41502",8,0,4
Good Time Sally,Rare Earth,spotify:track:5N5J0zq5FSKHhtvDdSJsWw,0.708,"0,805",7,"-7,618",1,"0,0301","0,398","0,000249","0,0545","0,976","129,185",174960,4,"32,31007",10,1,4
Good Timin',The Beach Boys,spotify:track:3BaQTu179aFf0Dqe7x25Ke,0.568,"0,431",11,"-8,376",0,"0,0272","0,485","0,000147","0,216","0,457","112,042",134373,3,"45,32234",6,1,4
"Goodbye, Julie",Mike Seeger,spotify:track:46qrvIvByped52FIZsM9We,0.652,"0,151",5,"-16,898",0,"0,0297","0,779","0,0001","0,183","0,848","94,335",100667,4,"60,27219",4,0,4
Got To Be There,Michael Jackson,spotify:track:08QvVJT8y6b0i2nH9mUeMj,0.349,"0,569",1,"-9,512",1,"0,0434","0,11","0,000122","0,0416","0,721","171,354",204907,4,"18,03481",11,1,4
Got To Get You Into My Life,"Blood, Sweat & Tears",spotify:track:4EhieZ0s8jzrmr1kLAXIQU,0.392,"0,697",5,"-10,569",1,"0,057","0,437","0,00949","0,242","0,713","134,981",202200,4,"38,9387",10,1,4
Gotta Find A Way,The Moments,spotify:track:1Jtlirju8tUXTtvyZJAN5v,0.44,"0,376",5,"-10,939",1,"0,0482","0,348",0,"0,0815","0,358","130,438",218333,4,"34,90979",12,1,4
Great Gospel Blues (Right on That Shore),Big Joe Williams,spotify:track:6wkPKpMgz4aa0iw6fre6Lw,0.547,"0,372",4,"-13,652",0,"0,405","0,714","1,96E-06","0,834","0,667","109,544",188093,4,"46,37414",11,0,4
Greenwood Mississippi,Little Richard,spotify:track:4atK2GQWKaAZs8wL0PVnoH,0.727,"0,611",7,"-14,611",0,"0,0372","0,125","2,98E-05","0,0541","0,951","127,357",212520,4,"60,15212",7,1,4
Grooving Out on Life,Dennis Brown,spotify:track:6oTjzWWOQhOZS0vbEPWYYj,0.757,"0,293",1,"-16,331",1,"0,0565","0,176","0,622","0,172","0,572","90,816",195493,4,"17,80812",8,0,4
"Guiné-Bissau, Moçambique e Angola Racional",Tim Maia,spotify:track:1uiFGWbGPvtuFHYCuS8VX4,0.713,"0,67",9,"-6,207",1,"0,416","0,336","0,0434","0,0532","0,748","178,145",367893,4,"25,427",17,0,4
Gwiazdka dla Ewy,Extra Ball,spotify:track:1PdQcdsSZ13Hqim2bJPUaF,0.404,"0,333",8,"-15,55",1,"0,0313","0,831","0,723","0,24","0,188","63,702",336667,4,"48,87223",14,0,4
"Gypsys, Tramps & Thieves",Cher,spotify:track:6fsSZbNL7XP9gf1kJ2l155,0.476,"0,677",0,"-11,175",1,"0,0365","0,211",0,"0,0601","0,691","170,879",158000,4,"27,71645",10,1,4
Hand Clapping Song,The Meters,spotify:track:3duV3VHdZHnk6F1DzeqjJf,0.741,"0,627",9,"-10,874",1,"0,0833","0,435","0,691","0,0794","0,615","89,338",175587,4,"34,27011",10,1,4
Handy Man,James Taylor,spotify:track:70aUjWZmd9F3bRSsR4DwAJ,0.804,"0,233",2,"-14,17",1,"0,0312","0,64","0,106","0,0854","0,583","90,639",196800,4,"23,34824",11,1,4
Happy,Hog Heaven,spotify:track:4ymeUZIjg7YjwCN0pv6JR2,0.671,"0,698",7,"-11,073",1,"0,0411","0,457","0,0971","0,0689","0,68","123,299",413000,4,"32,49379",15,1,4
Happy Anniversary,Little River Band,spotify:track:29C9PojfgRbXquHl3dEbb1,0.72,"0,584",2,"-10,037",1,"0,0421","0,592","7,49E-06","0,23","0,914","128,871",246253,4,"31,70182",8,1,4
Happy People,The Temptations,spotify:track:6dokyiv4HEy6WWxQCQcOkA,0.83,"0,718",6,"-13,262",1,"0,0432","0,0708","0,00621","0,0653","0,949","119,59",216467,4,"28,66911",13,1,4
Hard Times - Remastered,kalapana,spotify:track:4kgRdjHL5wt0IifgWFx4WF,0.674,"0,861",10,"-8,436",1,"0,104","0,138",0,"0,049","0,857","143,367",188338,4,"45,35771",8,0,4
Have You Never Been Mellow,Olivia Newton-John,spotify:track:5ehVOC0zSdwWqyZlhomJSi,0.542,"0,324",0,"-14,07",1,"0,0329","0,566","2,27E-06","0,0876","0,421","121,802",213533,4,"31,98566",10,1,4
Head Games,Foreigner,spotify:track:5nk6wxUSFUBxUKxjz0fKD6,0.678,"0,693",1,"-6,133",1,"0,0249","0,0139",0,"0,0596","0,623","107,415",217707,4,"32,94628",9,1,4
Heavy Surf 1,Nature's Mystic Moods,spotify:track:1uFyPK4exDOCKtKWBFxPDH,0.0827,"0,465",1,"-25,751",0,"0,146","0,232","0,0142","0,348","0,00457","165,96",122107,4,"22,00852",9,0,4
Hell On Wheels,Cher,spotify:track:2Kurj5Ant5tAbjMCCoAJ52,0.736,"0,666",0,"-12,912",1,"0,0611","0,0326","0,000105","0,138","0,572","124,291",336000,4,"33,11866",13,1,4
Help,The Damned,spotify:track:4A7Ht7viwPId0DdryrkKyj,0.423,"0,95",2,"-10,638",1,"0,112","0,0917",0,"0,376","0,306","168,217",105627,4,"34,97127",5,0,4
Help Me Some,J.D. Short,spotify:track:32FwHfsJhCjtCMWqWN49JW,0.535,"0,228",7,"-12,831",1,"0,0527","0,518","0,00404","0,172","0,665","115,171",213507,4,"71,8126",10,0,4
Here Come Those Tears Again,Jackson Browne,spotify:track:0TEFPhz79iiutJXI0pNiur,0.674,"0,61",10,"-9,336",1,"0,0312","0,0511",0,"0,0526","0,727","115,249",212600,4,"19,12063",11,1,4
Here Comes That Rainy Day Feeling Again,The Fortunes,spotify:track:1Nre9NRh8OCEAyHsdr5CZe,0.754,"0,708",5,"-8,119",1,"0,0585","0,351",0,"0,0938","0,804","120,895",172160,4,"37,21378",8,1,4
Hey Big Brother,Rare Earth,spotify:track:4ppvSu2gCCwdIjtEKSI58L,0.531,"0,853",2,"-7,133",1,"0,0725","0,177","0,000349","0,0757","0,834","124,137",288267,4,"21,00004",14,1,4
Hey Girl (i Like Your Style),The Temptations,spotify:track:64uurDjnLdg5Ft2emUX2gG,0.474,"0,167",7,"-16,528",1,"0,0296","0,795","0,0068","0,093","0,362","79,077",280040,3,"80,56152",14,1,4
"Hey Hey, My My (Into The Black)",Neil Young & Crazy Horse,spotify:track:5sy3FriCrKYGJp6JBOnlOo,0.514,"0,88",4,"-9,04",0,"0,0448","0,288","0,276","0,686","0,583","122,236",312660,4,"122,55516",7,1,4
Hey Lawdy Mama,Steppenwolf,spotify:track:7uBFTvkmgnCpaIe5c2MU7x,0.589,"0,83",4,"-12,372",1,"0,052","0,0194","2,09E-05","0,0635","0,525","98,813",178760,4,"44,74754",7,1,4
"Hi, Hi, Hi",Wings,spotify:track:4Vqv5vr4G4OEWINosjwX2t,0.545,"0,534",1,"-11,706",0,"0,0534","0,0213","4,89E-06","0,236","0,73","131,952",188893,4,"19,92506",11,1,4
Hideous,The Dickies,spotify:track:6WmoG0TDSNAFUwoDQEAKMa,0.27,"0,867",6,"-8,629",0,"0,0472","0,0796",0,"0,217","0,929","205,052",73773,4,"41,54113",4,0,4
Hoje A Noite Vou Sair,Reginaldo Rossi,spotify:track:2AK9Y3YbZpuWYu2GtTCjy9,0.667,"0,686",2,"-10,784",0,"0,0418","0,104",0,"0,401","0,949","131,852",134333,4,"33,72448",7,0,4
Hold On,The Rascals,spotify:track:47rtbd1K2285AETpjioeyG,0.52,"0,864",5,"-5,469",1,"0,0636","0,428","1,14E-05","0,201","0,775","86,988",215280,4,"19,57591",9,1,4
Homenaje A Federico - Bulerías,Camaron De La Isla,spotify:track:0c11cYI7CLVEJY0Ghb2oBT,0.469,"0,824",6,"-5,14",0,"0,039","0,73","0,0288","0,189","0,814","123,625",248000,3,"44,60299",12,0,4
"Honey Please, Can't Ya See",Barry White,spotify:track:5HUqK2g43gAWGaOP5e2ru9,0.711,"0,737",8,"-8,368",0,"0,131","0,135",0,"0,0533","0,85","114,881",179200,4,"56,2303",8,1,4
"Honey, Honey",ABBA,spotify:track:2KgGzC2tP6DYbatyvdap3O,0.473,"0,804",5,"-7,697",1,"0,0473","0,324","2,12E-06","0,393","0,735","140,55",176467,4,"31,09902",8,1,4
Hooked On A Feeling,Blue Swede,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,0.547,"0,82",8,"-6,728",1,"0,0805","0,261",0,"0,3","0,933","118,208",172867,4,"54,952",6,1,4
Hot Line,The Sylvers,spotify:track:6SrvyfmAxkLt9CULhf9a49,0.831,"0,967",2,"-3,207",1,"0,0556","0,24","1,03E-06","0,109","0,966","132,824",183320,4,"22,0145",10,1,4
Hot Number,Foxy,spotify:track:0aos1cY4zQASbxdyzK5oNT,0.838,"0,89",9,"-3,561",1,"0,0907","0,216","0,101","0,0674","0,976","140,118",242616,4,"26,69008",11,1,4
Hot Pants (She Got To Use What She Got To Get What She Wants) (Pt. 1),James Brown,spotify:track:3FnamtTCao0ZHCeHPkmaBN,0.828,"0,644",1,"-8,791",1,"0,146","0,324",0,"0,0747","0,75","97,915",185920,4,"55,40508",7,1,4
Hotel California,Eagles,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.579,"0,508",2,"-9,484",1,"0,027","0,00574","0,000494","0,0575","0,609","147,125",391376,4,"23,53346",19,1,4
Houston (I'm Comin' To See You),Glen Campbell,spotify:track:6JxpwwqnYykrRr2uxTqLso,0.369,"0,484",2,"-7,682",1,"0,0261","0,0806","1,23E-05","0,237","0,36","79,31",200907,4,"37,01396",10,1,4
How Can I Leave You Again,John Denver,spotify:track:1hjNIcn5cvl9x8U44xUMqE,0.547,"0,176",5,"-13,38",1,"0,0297","0,929","3,89E-05","0,133","0,535","106,677",189547,4,"22,58",11,1,4
How Can You Mend A Broken Heart,Bee Gees,spotify:track:1jy0RbDHyBMTupSdc98XbG,0.335,"0,262",4,"-13,832",1,"0,0393","0,548",0,"0,0971","0,203","68,82",237827,4,"28,16589",12,1,4
How Do You Feel The Morning After,Millie Jackson,spotify:track:0hqrrD0MKbPqetb5nW1WR4,0.39,"0,475",8,"-11,564",1,"0,0706","0,631",0,"0,365","0,43","145,538",179453,4,"42,95876",8,1,4
How Long,Ace,spotify:track:4AjKVyNUMdUveKK5OH1OJD,0.717,"0,406",0,"-13,954",0,"0,0305","0,587","0,103","0,0869","0,703","123,213",204227,4,"30,59682",9,1,4
I Ain't Got a Little Bed,Bukka White,spotify:track:619KRY0g5VF5ChCz7Ffgo8,0.617,"0,122",9,"-16,193",1,"0,479","0,905","1,77E-06","0,263","0,408","173,645",259040,3,"29,65076",13,0,4
I Am Somebody,Jimmy James & The Vagabonds,spotify:track:2usj6EGRtG2fIo646SOG1h,0.838,"0,548",9,"-8,239",1,"0,0507","0,0025","0,033","0,0884","0,741","121,773",305800,4,"54,59267",12,1,4
I Believe In Music,Gallery,spotify:track:386HqCyTreE3TofRL3hLpw,0.589,"0,413",9,"-13,959",1,"0,082","0,343",0,"0,0977","0,631","89,763",175560,4,"55,23632",7,1,4
I Believe You,Dorothy Moore,spotify:track:3XcDvzZ0ruBkYplB15qkbA,0.355,"0,217",5,"-16,124",1,"0,0308","0,797","3,21E-06","0,121","0,383","150,351",222427,4,"28,31189",13,1,4
I Can't Stand The Rain,Ann Peebles,spotify:track:0CcL4kSHKIEwF3IW0BGgb6,0.727,"0,387",1,"-12,333",1,"0,0412","0,248","0,0102","0,0625","0,966","160,395",150400,4,"42,77046",5,1,4
I Can't Turn You Loose,Edgar Winter's White Trash,spotify:track:5Np8Xbu2cMRReBOeT53fpX,0.579,"0,627",5,"-13,383",1,"0,144","0,342",0,"0,653","0,87","162,948",235467,4,"24,84256",11,1,4
I Could Never Be Happy,The Emotions,spotify:track:2sulLPGU6wXhkfCLIskJPK,0.396,"0,4",8,"-14,882",1,"0,0446","0,471","2,01E-05","0,145","0,302","95,443",210027,4,"39,99781",10,1,4
I Dig Everything About You,The Mob,spotify:track:0BrwKB93ykVlA2lMVSlPmE,0.691,"0,52",7,"-10,189",1,"0,0552","0,482",0,"0,589","0,82","116,535",154400,4,"38,72752",9,1,4
I Don't Know How To Love Him,Yvonne Elliman,spotify:track:4rOW8WaqozFCreCarbeOnI,0.408,"0,417",2,"-7,099",1,"0,0269","0,259","1,1E-06","0,154","0,34","71,334",220698,4,"51,2364",8,1,4
I Don't Mind,Buzzcocks,spotify:track:0I3eibER6eW68odYavfFFy,0.266,"0,884",8,"-7,113",1,"0,0693","0,0534","3,73E-05","0,106","0,857","166,761",139800,4,"27,50001",8,0,4
I Don't Want Nobody Else (To Dance With You),Narada Michael Walden,spotify:track:5m1yvpav4CeHUAt5qb1u2A,0.777,"0,697",1,"-12,895",0,"0,0482","0,014","0,106","0,0642","0,889","126,195",260600,4,"60,5815",11,1,4
I Don't Want To Make You Wait,The Delfonics,spotify:track:4rkaHrn9km42iXvanYA0nm,0.545,"0,684",3,"-10,036",1,"0,0428","0,637","0,00018","0,0929","0,576","123,847",196573,4,"39,36094",9,1,4
I Get High On You,Sly Stone,spotify:track:2H5dTs26Xz9CFC7cV9DcRW,0.545,"0,843",5,"-9,717",1,"0,0587","0,0919","0,00243","0,559","0,629","97,817",192373,4,"21,69026",11,1,4
I Go To Rio,Pablo Cruise,spotify:track:698F9QrhDemBL8WUKR9PlW,0.613,"0,678",5,"-14,088",1,"0,0437","0,0174",0,"0,245","0,835","127,793",239733,4,"73,44253",8,1,4
I Got A Bag Of My Own,James Brown,spotify:track:2eOCRJKWi5LlycAf820tIF,0.829,"0,737",0,"-8,713",1,"0,104","0,174","0,000144","0,289","0,811","124,806",228360,4,"41,66814",11,1,4
I Got A Problem,Jesse Anderson,spotify:track:37h2flX4PAiWqhpHdigmGa,0.72,"0,464",5,"-14,274",0,"0,0603","0,266",0,"0,0656","0,792","111,131",196800,4,"26,69093",9,1,4
I Just Want To Celebrate,Rare Earth,spotify:track:4iW98ZK1gNzcXmQ5TgTD9X,0.435,"0,929",9,"-7,7",1,"0,235","0,105","1,58E-06","0,015","0,65","175,448",217560,4,"82,24778",7,1,4
I Like Your Lovin' (Do You Like Mine),The Chi-lites,spotify:track:19es5W1GJCkgVh647dPFjy,0.593,"0,64",1,"-13,379",1,"0,0433","0,127",0,"0,189","0,833","105,446",196280,4,"42,57036",5,1,4
I Need You,The Friends Of Distinction,spotify:track:0YZW2GvxSvrcRhyc4Nc1Ki,0.589,"0,686",0,"-17,558",0,"0,0503","0,31","0,011","0,137","0,817","93,683",190733,4,"36,52954",9,1,4
I Say A Little Prayer/By The Time I Get To Phoenix,Glen Campbell/Anne Murray,spotify:track:5zaMcD9eyfe4vpYHcWtV16,0.218,"0,331",4,"-13,14",1,"0,0361","0,829","1,16E-06","0,059","0,376","173,093",195107,4,"38,91522",10,1,4
I Wanna Be Where You Are,Michael Jackson,spotify:track:3mnVgyzn5HC7Sqkn3B5zHs,0.605,"0,843",4,"-8,546",0,"0,0604","0,469","0,00235","0,118","0,662","103,817",182787,4,"33,83817",9,1,4
